time,pitch,p,i,d
18.016,0.82,-0.81,1.02,-0.26
18.020,0.83,-0.82,1.02,-0.32
18.024,0.83,-0.82,1.02,-0.21
18.028,0.83,-0.82,1.01,-0.05
18.032,0.83,-0.82,1.01,0.08
18.036,0.82,-0.81,1.01,0.20
18.040,0.82,-0.81,1.00,0.14
18.044,0.82,-0.81,1.00,0.08
18.048,0.82,-0.81,1.00,0.06
18.052,0.81,-0.80,0.99,0.15
18.056,0.81,-0.80,0.99,0.23
18.060,0.80,-0.79,0.99,0.27
18.064,0.79,-0.78,0.98,0.35
18.068,0.79,-0.78,0.98,0.40
18.072,0.77,-0.76,0.98,0.48
18.076,0.76,-0.75,0.97,0.53
18.080,0.75,-0.74,0.97,0.54
18.084,0.74,-0.73,0.97,0.60
18.088,0.73,-0.72,0.96,0.66
18.092,0.71,-0.70,0.96,0.73
18.096,0.70,-0.69,0.96,0.77
18.100,0.68,-0.67,0.96,0.83
18.104,0.66,-0.65,0.95,0.89
18.108,0.64,-0.63,0.95,0.90
18.112,0.62,-0.61,0.95,1.00
18.116,0.60,-0.59,0.95,1.11
18.120,0.57,-0.56,0.94,1.17
18.124,0.54,-0.53,0.94,1.37
18.128,0.51,-0.50,0.94,1.47
18.132,0.48,-0.47,0.94,1.43
18.136,0.45,-0.44,0.94,1.49
18.140,0.43,-0.42,0.93,1.44
18.144,0.40,-0.39,0.93,1.34
18.148,0.37,-0.36,0.93,1.37
18.152,0.34,-0.33,0.93,1.48
18.156,0.32,-0.31,0.93,1.38
18.160,0.29,-0.28,0.93,1.23
18.164,0.26,-0.25,0.93,1.34
18.168,0.24,-0.23,0.92,1.36
18.172,0.21,-0.20,0.92,1.31
18.176,0.18,-0.17,0.92,1.36
18.180,0.15,-0.14,0.92,1.45
18.184,0.12,-0.11,0.92,1.58
18.188,0.09,-0.08,0.92,1.61
18.192,0.06,-0.05,0.92,1.47
18.196,0.03,-0.02,0.92,1.45
18.200,0.00,0.00,0.92,1.51
18.204,-0.02,0.03,0.92,1.61
18.208,-0.05,0.06,0.92,1.65
18.212,-0.08,0.09,0.92,1.66
18.216,-0.11,0.12,0.92,1.60
18.220,-0.14,0.15,0.92,1.35
18.224,-0.16,0.17,0.92,1.15
18.228,-0.18,0.19,0.92,1.05
18.232,-0.20,0.21,0.93,0.98
18.236,-0.22,0.23,0.93,0.91
18.240,-0.23,0.24,0.93,0.92
18.244,-0.25,0.26,0.93,0.92
18.248,-0.26,0.27,0.93,0.67
18.252,-0.27,0.28,0.93,0.38
18.256,-0.27,0.28,0.93,0.21
18.260,-0.27,0.28,0.93,0.07
18.264,-0.27,0.28,0.93,-0.03
18.268,-0.27,0.28,0.94,-0.10
18.272,-0.27,0.28,0.94,-0.03
18.276,-0.26,0.27,0.94,-0.09
18.280,-0.25,0.26,0.94,-0.33
18.284,-0.24,0.25,0.94,-0.50
18.288,-0.22,0.23,0.94,-0.70
18.292,-0.21,0.22,0.94,-0.84
18.296,-0.19,0.20,0.94,-0.85
18.300,-0.17,0.18,0.94,-0.93
18.304,-0.15,0.16,0.94,-0.98
18.308,-0.12,0.13,0.94,-1.16
18.312,-0.10,0.11,0.94,-1.34
18.316,-0.06,0.07,0.94,-1.46
18.320,-0.03,0.04,0.94,-1.58
18.324,0.00,0.01,0.94,-1.58
18.328,0.02,-0.01,0.94,-1.67
18.332,0.05,-0.04,0.94,-1.74
18.336,0.09,-0.08,0.94,-1.75
18.340,0.13,-0.12,0.94,-1.93
18.344,0.17,-0.16,0.94,-2.00
18.348,0.21,-0.20,0.94,-1.96
18.352,0.25,-0.24,0.94,-2.13
18.356,0.29,-0.28,0.94,-2.04
18.360,0.33,-0.32,0.94,-1.98
18.364,0.36,-0.35,0.94,-1.85
18.368,0.40,-0.39,0.94,-1.72
18.372,0.43,-0.42,0.93,-1.59
18.376,0.46,-0.45,0.93,-1.43
18.380,0.49,-0.48,0.93,-1.59
18.384,0.52,-0.51,0.93,-1.59
18.388,0.55,-0.54,0.93,-1.45
18.392,0.59,-0.58,0.92,-1.58
18.396,0.62,-0.61,0.92,-1.61
18.400,0.65,-0.64,0.92,-1.48
18.404,0.67,-0.66,0.92,-1.40
18.408,0.70,-0.69,0.91,-1.30
18.412,0.73,-0.72,0.91,-1.35
18.416,0.74,-0.73,0.91,-1.08
18.420,0.76,-0.75,0.90,-0.87
18.424,0.78,-0.77,0.90,-0.88
18.428,0.80,-0.79,0.90,-0.80
18.432,0.81,-0.80,0.89,-0.79
18.436,0.82,-0.81,0.89,-0.73
18.440,0.83,-0.82,0.89,-0.59
18.444,0.85,-0.84,0.88,-0.61
18.448,0.86,-0.85,0.88,-0.51
18.452,0.87,-0.86,0.88,-0.40
18.456,0.88,-0.87,0.87,-0.46
18.460,0.88,-0.87,0.87,-0.34
18.464,0.89,-0.88,0.87,-0.30
18.468,0.89,-0.88,0.86,-0.11
18.472,0.89,-0.88,0.86,0.06
18.476,0.87,-0.86,0.86,0.38
18.480,0.85,-0.84,0.85,0.75
18.484,0.83,-0.82,0.85,0.96
18.488,0.81,-0.80,0.85,1.18
18.492,0.79,-0.78,0.84,1.11
18.496,0.77,-0.76,0.84,0.88
18.500,0.76,-0.75,0.84,0.80
18.504,0.75,-0.74,0.83,0.64
18.508,0.73,-0.72,0.83,0.65
18.512,0.71,-0.70,0.83,0.84
18.516,0.69,-0.68,0.82,0.88
18.520,0.67,-0.66,0.82,1.03
18.524,0.65,-0.64,0.82,1.13
18.528,0.62,-0.61,0.82,1.21
18.532,0.60,-0.59,0.81,1.21
18.536,0.58,-0.57,0.81,1.16
18.540,0.55,-0.54,0.81,1.16
18.544,0.53,-0.52,0.81,1.17
18.548,0.51,-0.50,0.81,1.18
18.552,0.48,-0.47,0.80,1.21
18.556,0.46,-0.45,0.80,1.28
18.560,0.43,-0.42,0.80,1.32
18.564,0.40,-0.39,0.80,1.30
18.568,0.38,-0.37,0.80,1.23
18.572,0.36,-0.35,0.80,1.04
18.576,0.34,-0.33,0.79,0.86
18.580,0.32,-0.31,0.79,0.92
18.584,0.30,-0.29,0.79,1.15
18.588,0.28,-0.27,0.79,1.22
18.592,0.25,-0.24,0.79,1.14
18.596,0.23,-0.22,0.79,1.07
18.600,0.22,-0.21,0.79,0.85
18.604,0.21,-0.20,0.79,0.58
18.608,0.20,-0.19,0.79,0.43
18.612,0.19,-0.18,0.79,0.40
18.616,0.18,-0.17,0.78,0.41
18.620,0.18,-0.17,0.78,0.29
18.624,0.18,-0.17,0.78,0.14
18.628,0.18,-0.17,0.78,0.00
18.632,0.18,-0.17,0.78,0.02
18.636,0.17,-0.16,0.78,0.34
18.640,0.15,-0.14,0.78,0.73
18.644,0.13,-0.12,0.78,0.94
18.648,0.12,-0.11,0.78,0.73
18.652,0.12,-0.11,0.78,0.23
18.656,0.13,-0.12,0.78,-0.30
18.660,0.15,-0.14,0.78,-0.64
18.664,0.16,-0.15,0.78,-0.77
18.668,0.18,-0.17,0.78,-0.83
18.672,0.20,-0.19,0.78,-0.84
18.676,0.21,-0.20,0.77,-0.86
18.680,0.24,-0.23,0.77,-0.98
18.684,0.26,-0.25,0.77,-1.17
18.688,0.30,-0.29,0.77,-1.45
18.692,0.33,-0.32,0.77,-1.64
18.696,0.36,-0.35,0.77,-1.62
18.700,0.39,-0.38,0.77,-1.53
18.704,0.41,-0.40,0.77,-1.23
18.708,0.43,-0.42,0.76,-1.03
18.712,0.46,-0.45,0.76,-1.16
18.716,0.49,-0.48,0.76,-1.34
18.720,0.52,-0.51,0.76,-1.65
18.724,0.56,-0.55,0.76,-1.78
18.728,0.59,-0.58,0.75,-1.63
18.732,0.62,-0.61,0.75,-1.54
18.736,0.65,-0.64,0.75,-1.38
18.740,0.68,-0.67,0.75,-1.57
18.744,0.72,-0.71,0.74,-1.77
18.748,0.76,-0.75,0.74,-1.78
18.752,0.79,-0.78,0.74,-1.90
18.756,0.83,-0.82,0.73,-1.90
18.760,0.87,-0.86,0.73,-1.87
18.764,0.91,-0.90,0.73,-1.93
18.768,0.95,-0.94,0.72,-1.93
18.772,0.99,-0.98,0.72,-1.89
18.776,1.02,-1.01,0.71,-1.80
18.780,1.05,-1.04,0.71,-1.65
18.784,1.09,-1.08,0.71,-1.76
18.788,1.11,-1.10,0.70,-1.54
18.792,1.15,-1.14,0.70,-1.41
18.796,1.18,-1.17,0.69,-1.54
18.800,1.21,-1.20,0.69,-1.49
18.804,1.23,-1.22,0.68,-1.36
18.808,1.26,-1.25,0.68,-1.24
18.812,1.27,-1.26,0.67,-1.01
18.816,1.29,-1.28,0.67,-0.78
18.820,1.29,-1.28,0.66,-0.32
18.824,1.29,-1.28,0.66,0.08
18.828,1.29,-1.28,0.65,0.00
18.832,1.28,-1.27,0.65,0.09
18.836,1.27,-1.26,0.64,0.34
18.840,1.26,-1.25,0.64,0.48
18.844,1.25,-1.24,0.63,0.53
18.848,1.22,-1.21,0.63,0.97
18.852,1.20,-1.19,0.62,1.35
18.856,1.16,-1.15,0.62,1.47
18.860,1.12,-1.11,0.61,1.80
18.864,1.08,-1.07,0.61,2.04
18.868,1.04,-1.03,0.60,2.20
18.872,0.99,-0.98,0.60,2.39
18.876,0.94,-0.93,0.60,2.31
18.880,0.89,-0.88,0.59,2.24
18.884,0.84,-0.83,0.59,2.47
18.888,0.79,-0.78,0.58,2.58
18.892,0.74,-0.73,0.58,2.69
18.896,0.68,-0.67,0.58,2.83
18.900,0.62,-0.61,0.58,2.94
18.904,0.56,-0.55,0.57,2.96
18.908,0.50,-0.49,0.57,2.98
18.912,0.44,-0.43,0.57,3.01
18.916,0.38,-0.37,0.57,2.99
18.920,0.32,-0.31,0.57,3.03
18.924,0.26,-0.25,0.57,3.11
18.928,0.19,-0.18,0.57,3.15
18.932,0.13,-0.12,0.57,3.20
18.936,0.06,-0.05,0.57,3.22
18.940,0.00,0.00,0.57,3.15
18.944,-0.04,0.05,0.57,3.18
18.948,-0.11,0.12,0.57,3.19
18.952,-0.17,0.18,0.57,3.09
18.956,-0.23,0.24,0.57,3.05
18.960,-0.29,0.30,0.57,2.99
18.964,-0.35,0.36,0.57,2.97
18.968,-0.41,0.42,0.57,2.93
18.972,-0.46,0.47,0.57,2.81
18.976,-0.52,0.53,0.58,2.77
18.980,-0.57,0.58,0.58,2.62
18.984,-0.62,0.63,0.58,2.42
18.988,-0.66,0.67,0.58,2.42
18.992,-0.71,0.72,0.59,2.32
18.996,-0.75,0.76,0.59,2.05
19.000,-0.78,0.79,0.59,1.89
19.004,-0.82,0.83,0.60,1.77
19.008,-0.85,0.86,0.60,1.69
19.012,-0.88,0.89,0.60,1.63
19.016,-0.91,0.92,0.61,1.59
19.020,-0.94,0.95,0.61,1.49
19.024,-0.96,0.97,0.61,1.20
19.028,-0.98,0.99,0.62,0.89
19.032,-1.00,1.00,0.62,0.62
19.036,-1.00,1.00,0.63,0.44
19.040,-1.00,1.01,0.63,0.30
19.044,-1.00,1.01,0.63,0.08
19.048,-1.00,1.00,0.64,-0.08
19.052,-1.00,1.00,0.64,-0.20
19.056,-0.98,0.99,0.65,-0.28
19.060,-0.98,0.99,0.65,-0.20
19.064,-0.98,0.99,0.65,-0.01
19.068,-0.98,0.99,0.66,0.00
19.072,-0.98,0.99,0.66,-0.15
19.076,-0.96,0.97,0.67,-0.58
19.080,-0.93,0.94,0.67,-1.08
19.084,-0.90,0.91,0.67,-1.26
19.088,-0.87,0.88,0.68,-1.49
19.092,-0.84,0.85,0.68,-1.66
19.096,-0.80,0.81,0.68,-1.71
19.100,-0.76,0.77,0.69,-1.89
19.104,-0.72,0.73,0.69,-1.94
19.108,-0.68,0.69,0.69,-2.01
19.112,-0.65,0.66,0.70,-1.96
19.116,-0.61,0.62,0.70,-1.84
19.120,-0.57,0.58,0.70,-1.81
19.124,-0.53,0.54,0.70,-1.81
19.128,-0.49,0.50,0.70,-2.07
19.132,-0.44,0.45,0.71,-2.39
19.136,-0.39,0.40,0.71,-2.49
19.140,-0.34,0.35,0.71,-2.49
19.144,-0.30,0.31,0.71,-2.20
19.148,-0.26,0.27,0.71,-1.86
19.152,-0.23,0.24,0.71,-1.76
19.156,-0.19,0.20,0.71,-1.72
19.160,-0.15,0.16,0.71,-2.07
19.164,-0.10,0.11,0.71,-2.40
19.168,-0.04,0.05,0.72,-2.58
19.172,0.00,0.01,0.72,-2.52
19.176,0.03,-0.02,0.71,-2.36
19.180,0.08,-0.07,0.71,-2.27
19.184,0.12,-0.11,0.71,-2.05
19.188,0.16,-0.15,0.71,-2.02
19.192,0.20,-0.19,0.71,-2.12
19.196,0.24,-0.23,0.71,-2.09
19.200,0.29,-0.28,0.71,-2.13
19.204,0.33,-0.32,0.71,-2.10
19.208,0.36,-0.35,0.71,-1.94
19.212,0.40,-0.39,0.71,-1.93
19.216,0.44,-0.43,0.70,-1.97
19.220,0.49,-0.48,0.70,-2.03
19.224,0.53,-0.52,0.70,-2.04
19.228,0.57,-0.56,0.70,-2.02
19.232,0.60,-0.59,0.70,-1.93
19.236,0.64,-0.63,0.69,-1.83
19.240,0.67,-0.66,0.69,-1.74
19.244,0.70,-0.69,0.69,-1.54
19.248,0.73,-0.72,0.68,-1.34
19.252,0.75,-0.74,0.68,-1.25
19.256,0.78,-0.77,0.68,-1.20
19.260,0.80,-0.79,0.68,-1.16
19.264,0.82,-0.81,0.67,-1.02
19.268,0.84,-0.83,0.67,-0.86
19.272,0.84,-0.83,0.66,-0.63
19.276,0.85,-0.84,0.66,-0.44
19.280,0.86,-0.85,0.66,-0.26
19.284,0.86,-0.85,0.65,-0.19
19.288,0.87,-0.86,0.65,-0.34
19.292,0.88,-0.87,0.65,-0.37
19.296,0.88,-0.87,0.64,-0.25
19.300,0.88,-0.87,0.64,-0.16
19.304,0.88,-0.87,0.64,0.11
19.308,0.87,-0.86,0.63,0.45
19.312,0.85,-0.84,0.63,0.72
19.316,0.82,-0.81,0.63,1.03
19.320,0.80,-0.79,0.62,1.08
19.324,0.78,-0.77,0.62,1.05
19.328,0.77,-0.76,0.62,0.91
19.332,0.74,-0.73,0.61,0.94
19.336,0.73,-0.72,0.61,1.02
19.340,0.70,-0.69,0.61,1.04
19.344,0.68,-0.67,0.61,1.16
19.348,0.65,-0.64,0.60,1.21
19.352,0.62,-0.61,0.60,1.35
19.356,0.59,-0.58,0.60,1.49
19.360,0.56,-0.55,0.60,1.55
19.364,0.53,-0.52,0.59,1.56
19.368,0.50,-0.49,0.59,1.47
19.372,0.48,-0.47,0.59,1.34
19.376,0.45,-0.44,0.59,1.31
19.380,0.42,-0.41,0.59,1.41
19.384,0.39,-0.38,0.58,1.58
19.388,0.35,-0.34,0.58,1.61
19.392,0.32,-0.31,0.58,1.67
19.396,0.30,-0.29,0.58,1.51
19.400,0.27,-0.26,0.58,1.14
19.404,0.26,-0.25,0.58,0.95
19.408,0.24,-0.23,0.58,0.87
19.412,0.22,-0.21,0.58,0.99
19.416,0.20,-0.19,0.58,1.06
19.420,0.18,-0.17,0.58,1.03
19.424,0.16,-0.15,0.57,1.00
19.428,0.15,-0.14,0.57,0.68
19.432,0.14,-0.13,0.57,0.34
19.436,0.14,-0.13,0.57,0.20
19.440,0.13,-0.12,0.57,0.22
19.444,0.13,-0.12,0.57,0.21
