time,pitch,pitch_filt
7.396,21.0498, 21.7107
7.400,20.8124, 21.4889
7.404,20.5718, 21.2609
7.408,20.3389, 21.0258
7.412,20.1091, 20.7884
7.416,19.8791, 20.5518
7.420,19.6596, 20.3181
7.424,19.4533, 20.0879
7.428,19.2550, 19.8633
7.432,19.0636, 19.6457
7.436,18.9009, 19.4370
7.440,18.7482, 19.2400
7.444,18.5865, 19.0555
7.448,18.4283, 18.8826
7.452,18.2772, 18.7190
7.456,18.1331, 18.5620
7.460,17.9920, 18.4075
7.464,17.8608, 18.2563
7.468,17.7410, 18.1110
7.472,17.6239, 17.9727
7.476,17.5320, 17.8420
7.480,17.4359, 17.7203
7.484,17.3676, 17.6090
7.488,17.3122, 17.5092
7.492,17.2554, 17.4217
7.496,17.2033, 17.3472
7.500,17.1459, 17.2821
7.504,17.1075, 17.2252
7.508,17.0670, 17.1722
7.512,17.0337, 17.1225
7.516,17.0084, 17.0778
7.520,16.9852, 17.0386
7.524,16.9625, 17.0057
7.528,16.9443, 16.9769
7.532,16.9347, 16.9525
7.536,16.9326, 16.9322
7.540,16.9390, 16.9161
7.544,16.9527, 16.9061
7.548,16.9720, 16.9035
7.552,16.9994, 16.9085
7.556,17.0246, 16.9207
7.560,17.0689, 16.9394
7.564,17.1113, 16.9642
7.568,17.1623, 16.9952
7.572,17.2240, 17.0328
7.576,17.2817, 17.0769
7.580,17.3653, 17.1283
7.584,17.4426, 17.1860
7.588,17.5430, 17.2518
7.592,17.6513, 17.3265
7.596,17.7665, 17.4108
7.600,17.8892, 17.5064
7.604,18.0207, 17.6109
7.608,18.1669, 17.7257
7.612,18.3061, 17.8487
7.616,18.4406, 17.9789
7.620,18.5678, 18.1143
7.624,18.6916, 18.2510
7.628,18.8121, 18.3853
7.632,18.9277, 18.5143
7.636,19.0402, 18.6386
7.640,19.1508, 18.7587
7.644,19.2706, 18.8755
7.648,19.3912, 18.9904
7.652,19.4960, 19.1049
7.656,19.5842, 19.2188
7.660,19.6687, 19.3297
7.664,19.7433, 19.4343
7.668,19.8148, 19.5291
7.672,19.8847, 19.6139
7.676,19.9385, 19.6914
7.680,19.9967, 19.7631
7.684,20.0369, 19.8288
7.688,20.0686, 19.8882
7.692,20.0917, 19.9398
7.696,20.1020, 19.9822
7.700,20.1008, 20.0154
7.704,20.0920, 20.0374
7.708,20.0723, 20.0492
7.712,20.0456, 20.0507
7.716,20.0196, 20.0424
7.720,19.9781, 20.0258
7.724,19.9367, 20.0020
7.728,19.8911, 19.9717
7.732,19.8411, 19.9359
7.736,19.7849, 19.8949
7.740,19.7265, 19.8488
7.744,19.6647, 19.7989
7.748,19.5976, 19.7448
7.752,19.5277, 19.6865
7.756,19.4572, 19.6245
7.760,19.3853, 19.5592
7.764,19.3144, 19.4911
7.768,19.2442, 19.4211
7.772,19.1758, 19.3505
7.776,19.1038, 19.2800
7.780,19.0479, 19.2100
7.784,18.9815, 19.1415
7.788,18.9424, 19.0755
7.792,18.9092, 19.0140
7.796,18.8808, 18.9593
7.800,18.8545, 18.9136
7.804,18.8329, 18.8756
7.808,18.8168, 18.8458
7.812,18.8046, 18.8202
7.816,18.7969, 18.7989
7.820,18.7891, 18.7817
7.824,18.7909, 18.7687
7.828,18.7920, 18.7598
7.832,18.7968, 18.7545
7.836,18.8051, 18.7528
7.840,18.8166, 18.7543
7.844,18.8290, 18.7593
7.848,18.8436, 18.7668
7.852,18.8598, 18.7770
7.856,18.8774, 18.7895
7.860,18.8958, 18.8038
7.864,18.9140, 18.8195
7.868,18.9340, 18.8365
7.872,18.9542, 18.8544
7.876,18.9722, 18.8731
7.880,18.9930, 18.8922
7.884,19.0144, 18.9117
7.888,19.0332, 18.9314
7.892,19.0529, 18.9513
7.896,19.0743, 18.9712
7.900,19.0945, 18.9914
7.904,19.1173, 19.0116
7.908,19.1391, 19.0321
7.912,19.1615, 19.0532
7.916,19.1848, 19.0748
7.920,19.2064, 19.0968
7.924,19.2268, 19.1192
7.928,19.2487, 19.1413
7.932,19.2658, 19.1631
7.936,19.2850, 19.1841
7.940,19.3022, 19.2042
7.944,19.3193, 19.2234
7.948,19.3358, 19.2418
7.952,19.3508, 19.2593
7.956,19.3646, 19.2763
7.960,19.3743, 19.2922
7.964,19.3813, 19.3069
7.968,19.3850, 19.3196
7.972,19.3871, 19.3298
7.976,19.3846, 19.3371
7.980,19.3853, 19.3415
7.984,19.3786, 19.3435
7.988,19.3730, 19.3433
7.992,19.3653, 19.3411
7.996,19.3534, 19.3369
8.000,19.3393, 19.3308
8.004,19.3214, 19.3220
8.008,19.3021, 19.3109
8.012,19.2798, 19.2969
8.016,19.2558, 19.2800
8.020,19.2308, 19.2607
8.024,19.2042, 19.2392
8.028,19.1759, 19.2158
8.032,19.1490, 19.1908
8.036,19.1235, 19.1648
8.040,19.0967, 19.1381
8.044,19.0719, 19.1113
8.048,19.0518, 19.0850
8.052,19.0341, 19.0599
8.056,19.0161, 19.0364
8.060,18.9995, 19.0150
8.064,18.9837, 18.9956
8.068,18.9689, 18.9780
8.072,18.9555, 18.9613
8.076,18.9422, 18.9455
8.080,18.9356, 18.9309
8.084,18.9257, 18.9176
8.088,18.9186, 18.9059
8.092,18.9139, 18.8959
8.096,18.9102, 18.8875
8.100,18.9077, 18.8808
8.104,18.9078, 18.8752
8.108,18.9093, 18.8715
8.112,18.9126, 18.8695
8.116,18.9188, 18.8691
8.120,18.9276, 18.8706
8.124,18.9377, 18.8743
8.128,18.9509, 18.8801
8.132,18.9676, 18.8883
8.136,18.9880, 18.8990
8.140,19.0070, 18.9123
8.144,19.0317, 18.9282
8.148,19.0541, 18.9467
8.152,19.0799, 18.9673
8.156,19.1054, 18.9896
8.160,19.1299, 19.0130
8.164,19.1559, 19.0375
8.168,19.1833, 19.0624
8.172,19.2082, 19.0880
8.176,19.2321, 19.1136
8.180,19.2593, 19.1392
8.184,19.2822, 19.1648
8.188,19.3085, 19.1901
8.192,19.3319, 19.2150
8.196,19.3554, 19.2399
8.200,19.3804, 19.2645
8.204,19.4020, 19.2886
8.208,19.4244, 19.3126
8.212,19.4468, 19.3359
8.216,19.4670, 19.3588
8.220,19.4861, 19.3810
8.224,19.5088, 19.4025
8.228,19.5289, 19.4236
8.232,19.5503, 19.4443
8.236,19.5745, 19.4651
8.240,19.6010, 19.4865
8.244,19.6270, 19.5090
8.248,19.6570, 19.5325
8.252,19.6871, 19.5579
8.256,19.7197, 19.5851
8.260,19.7543, 19.6139
8.264,19.7921, 19.6444
8.268,19.8332, 19.6771
8.272,19.8772, 19.7119
8.276,19.9235, 19.7496
8.280,19.9735, 19.7901
8.284,20.0214, 19.8335
8.288,20.0790, 19.8794
8.292,20.1294, 19.9278
8.296,20.1880, 19.9784
8.300,20.2437, 20.0309
8.304,20.3074, 20.0850
8.308,20.3669, 20.1413
8.312,20.4320, 20.1990
8.316,20.4998, 20.2592
8.320,20.5691, 20.3212
8.324,20.6366, 20.3856
8.328,20.7081, 20.4516
8.332,20.7797, 20.5196
8.336,20.8494, 20.5888
8.340,20.9178, 20.6585
8.344,20.9872, 20.7285
8.348,21.0526, 20.7984
8.352,21.1049, 20.8670
8.356,21.1525, 20.9329
8.360,21.1436, 20.9932
8.364,20.9951, 21.0390
8.368,20.8729, 21.0541
8.372,20.6435, 21.0232
8.376,20.1272, 20.9287
8.380,19.7234, 20.7487
8.384,19.2622, 20.4768
8.388,18.4692, 20.1175
8.392,17.8837, 19.6590
8.396,17.1458, 19.1165
8.400,16.2056, 18.5134
8.404,15.2902, 17.8233
8.408,14.3446, 17.0496
8.412,13.3431, 16.2217
8.416,12.3197, 15.3139
8.420,11.2470, 14.3557
8.424,10.3688, 13.3751
8.428,9.4614, 12.3804
8.432,8.4611, 11.3922
8.436,7.5373, 10.4251
8.440,6.6449, 9.4791
8.444,5.6698, 8.5510
8.448,4.7187, 7.6138
8.452,3.8010, 6.6743
8.456,2.7705, 5.7392
8.460,1.8601, 4.7934
8.464,0.7515, 3.8334
8.468,-0.2939, 2.8608
8.472,-1.3789, 1.8637
8.476,-2.5201, 0.8324
8.480,-3.7012, -0.2250
8.484,-4.6354, -1.3200
8.488,-5.7333, -2.4144
8.492,-6.6010, -3.5010
8.496,-7.4635, -4.5510
8.500,-8.2429, -5.5417
8.504,-8.9427, -6.4592
8.508,-9.6157, -7.3214
8.512,-10.2628, -8.1031
8.516,-10.8785, -8.8345
8.520,-11.4474, -9.5162
8.524,-12.0089, -10.1601
8.528,-12.5633, -10.7748
8.532,-13.1295, -11.3636
8.536,-13.7012, -11.9340
8.540,-14.2967, -12.4966
8.544,-14.9117, -13.0634
8.548,-15.5307, -13.6403
8.552,-16.1542, -14.2311
8.556,-16.7818, -14.8349
8.560,-17.3978, -15.4495
8.564,-18.0151, -16.0691
8.568,-18.6245, -16.6890
8.572,-19.2586, -17.3078
8.576,-19.8770, -17.9254
8.580,-20.4843, -18.5424
8.584,-21.1283, -19.1606
8.588,-21.6535, -19.7782
8.592,-22.2772, -20.3904
8.596,-22.8162, -20.9912
8.600,-23.3860, -21.5799
8.604,-23.9474, -22.1576
8.608,-24.5132, -22.7228
8.612,-25.0857, -23.2909
8.616,-25.6617, -23.8518
8.620,-26.2362, -24.4187
8.624,-26.7910, -24.9870
8.628,-27.3552, -25.5564
8.632,-27.9190, -26.1243
8.636,-28.4778, -26.6892
8.640,-29.0348, -27.2508
8.644,-29.5779, -27.8097
8.648,-30.1037, -28.3666
8.652,-30.6029, -28.9164
8.656,-31.0715, -29.4543
8.660,-31.5053, -29.9745
8.664,-31.9308, -30.4714
8.668,-32.3341, -30.9426
8.672,-32.7098, -31.3883
8.676,-33.1093, -31.8117
8.680,-33.4529, -32.2171
8.684,-33.8241, -32.6081
8.688,-34.1026, -32.9844
8.692,-34.4284, -33.3442
8.696,-34.7147, -33.6871
8.700,-35.0207, -34.0091
8.704,-35.3266, -34.3198
8.708,-35.6384, -34.6204
8.712,-35.9490, -34.9250
8.716,-36.2536, -35.2287
8.720,-36.5514, -35.5361
8.724,-36.8426, -35.8425
8.728,-37.1254, -36.1457
8.732,-37.4056, -36.4433
8.736,-37.6883, -36.7346
8.740,-37.9645, -37.0206
8.744,-38.2227, -37.3022
8.748,-38.4689, -37.5789
8.752,-38.7112, -37.8491
8.756,-38.9487, -38.1105
8.760,-39.1778, -38.3619
8.764,-39.3981, -38.6043
8.768,-39.6140, -38.8399
8.772,-39.8305, -39.0692
8.776,-40.0423, -39.2925
8.780,-40.2673, -39.5111
8.784,-40.4673, -39.7272
8.788,-40.6415, -39.9408
8.792,-40.8444, -40.1498
8.796,-41.0073, -40.3515
8.800,-41.1753, -40.5443
8.804,-41.3417, -40.7268
8.808,-41.5025, -40.9021
8.812,-41.6539, -41.0728
8.816,-41.7995, -41.2354
8.820,-41.9366, -41.3943
8.824,-42.0730, -41.5471
8.828,-42.2138, -41.6935
8.832,-42.3561, -41.8351
8.836,-42.5466, -41.9758
8.840,-42.7352, -42.1214
8.844,-42.8979, -42.2772
8.848,-43.0281, -42.4426
8.852,-43.1465, -42.6104
8.856,-43.2527, -42.7710
8.860,-43.3549, -42.9127
8.864,-43.4721, -43.0369
8.868,-43.5731, -43.1500
8.872,-43.6451, -43.2578
8.876,-43.7073, -43.3598
8.880,-43.7577, -43.4535
8.884,-43.7985, -43.5347
8.888,-43.8342, -43.6003
8.892,-43.8555, -43.6528
8.896,-43.8876, -43.6960
8.900,-43.9110, -43.7317
8.904,-43.9287, -43.7620
8.908,-43.9453, -43.7883
8.912,-43.9598, -43.8113
8.916,-43.9573, -43.8317
8.920,-43.9450, -43.8464
8.924,-43.9302, -43.8550
8.928,-43.9083, -43.8560
8.932,-43.8774, -43.8485
8.936,-43.8468, -43.8329
8.940,-43.8223, -43.8115
8.944,-43.7835, -43.7860
8.948,-43.7464, -43.7570
8.952,-43.7052, -43.7254
8.956,-43.6631, -43.6915
8.960,-43.6202, -43.6547
8.964,-43.5775, -43.6145
8.968,-43.5303, -43.5732
8.972,-43.4855, -43.5304
8.976,-43.4461, -43.4868
8.980,-43.4138, -43.4432
8.984,-43.4114, -43.4017
8.988,-43.4267, -43.3665
8.992,-43.4561, -43.3432
8.996,-43.4616, -43.3346
9.000,-43.4663, -43.3393
9.004,-43.4665, -43.3518
9.008,-43.4742, -43.3640
9.012,-43.4773, -43.3723
9.016,-43.4754, -43.3762
9.020,-43.4634, -43.3792
9.024,-43.4464, -43.3798
9.028,-43.4219, -43.3765
9.032,-43.3915, -43.3666
9.036,-43.3257, -43.3492
9.040,-43.2278, -43.3212
9.044,-43.1206, -43.2783
9.048,-43.0150, -43.2162
9.052,-42.8988, -43.1342
9.056,-42.7795, -43.0354
9.060,-42.6481, -42.9267
9.064,-42.5184, -42.8122
9.068,-42.3785, -42.6922
9.072,-42.2282, -42.5654
9.076,-42.0753, -42.4325
9.080,-41.9166, -42.2928
9.084,-41.7479, -42.1468
9.088,-41.5628, -41.9934
9.092,-41.4080, -41.8331
9.096,-41.2064, -41.6671
9.100,-41.0355, -41.4954
9.104,-40.8493, -41.3195
9.108,-40.6619, -41.1404
9.112,-40.4733, -40.9599
9.116,-40.2806, -40.7746
9.120,-40.0866, -40.5896
9.124,-39.8936, -40.4006
9.128,-39.7022, -40.2099
9.132,-39.5189, -40.0183
9.136,-39.3464, -39.8274
9.140,-39.1950, -39.6402
9.144,-39.0448, -39.4601
9.148,-38.8960, -39.2895
9.152,-38.7500, -39.1287
9.156,-38.6028, -38.9756
9.160,-38.4612, -38.8273
9.164,-38.3194, -38.6806
9.168,-38.1813, -38.5356
9.172,-38.0446, -38.3927
9.176,-37.8903, -38.2513
9.180,-37.7230, -38.1099
9.184,-37.5460, -37.9645
9.188,-37.3409, -37.8111
9.192,-37.1740, -37.6464
9.196,-36.9506, -37.4702
9.200,-36.7497, -37.2844
9.204,-36.5487, -37.0911
9.208,-36.3459, -36.8922
9.212,-36.1643, -36.6923
9.216,-35.9575, -36.4895
9.220,-35.7733, -36.2922
9.224,-35.5748, -36.0969
9.228,-35.3695, -35.9028
9.232,-35.1666, -35.7084
9.236,-34.9367, -35.5097
9.240,-34.7001, -35.3071
9.244,-34.4653, -35.0949
9.248,-34.2238, -34.8739
9.252,-33.9737, -34.6445
9.256,-33.7281, -34.4074
9.260,-33.4752, -34.1664
9.264,-33.2242, -33.9220
9.268,-32.9662, -33.6742
9.272,-32.7156, -33.4239
9.276,-32.4545, -33.1723
9.280,-32.1914, -32.9184
9.284,-31.9295, -32.6627
9.288,-31.6453, -32.4042
9.292,-31.4038, -32.1427
9.296,-31.1071, -31.8780
9.300,-30.8502, -31.6112
9.304,-30.5707, -31.3429
9.308,-30.2938, -31.0725
9.312,-30.0208, -30.8020
9.316,-29.7374, -30.5268
9.320,-29.4576, -30.2532
9.324,-29.1763, -29.9758
9.328,-28.9062, -29.6978
9.332,-28.6204, -29.4195
9.336,-28.3431, -29.1407
9.340,-28.0818, -28.8631
9.344,-27.8040, -28.5870
9.348,-27.5265, -28.3126
9.352,-27.2534, -28.0386
9.356,-26.9817, -27.7661
9.360,-26.7478, -27.4944
9.364,-26.5043, -27.2253
9.368,-26.2689, -26.9644
9.372,-26.0291, -26.7132
9.376,-25.7882, -26.4699
9.380,-25.5459, -26.2316
9.384,-25.2933, -25.9920
9.388,-25.0093, -25.7502
9.392,-24.6947, -25.5008
9.396,-24.4186, -25.2397
9.400,-24.0967, -24.9645
9.404,-23.8088, -24.6759
9.408,-23.4919, -24.3783
9.412,-23.1956, -24.0773
9.416,-22.8847, -23.7765
9.420,-22.5685, -23.4712
9.424,-22.2601, -23.1666
9.428,-21.9455, -22.8580
9.432,-21.6308, -22.5488
9.436,-21.3116, -22.2366
9.440,-20.9955, -21.9233
9.444,-20.6663, -21.6089
9.448,-20.3368, -21.2916
9.452,-20.0092, -20.9713
9.456,-19.6677, -20.6474
9.460,-19.3316, -20.3198
9.464,-18.9897, -19.9881
9.468,-18.6372, -19.6534
9.472,-18.2923, -19.3150
9.476,-17.9367, -18.9725
9.480,-17.5837, -18.6272
9.484,-17.2206, -18.2783
9.488,-16.8636, -17.9262
9.492,-16.4850, -17.5716
9.496,-16.1537, -17.2133
9.500,-15.7406, -16.8532
9.504,-15.3899, -16.4898
9.508,-15.0123, -16.1238
9.512,-14.6335, -15.7542
9.516,-14.2503, -15.3833
9.520,-13.8667, -15.0060
9.524,-13.4849, -14.6315
9.528,-13.0949, -14.2510
9.532,-12.7090, -13.8687
9.536,-12.3133, -13.4847
9.540,-11.9311, -13.0989
9.544,-11.5432, -12.7119
9.548,-11.1386, -12.3237
9.552,-10.7493, -11.9347
9.556,-10.3592, -11.5442
9.560,-9.9462, -11.1526
9.564,-9.5515, -10.7578
9.568,-9.1522, -10.3610
9.572,-8.7410, -9.9635
9.576,-8.3389, -9.5631
9.580,-7.9320, -9.1606
9.584,-7.5157, -8.7581
9.588,-7.1066, -8.3525
9.592,-6.6691, -7.9440
9.596,-6.3001, -7.5335
9.600,-5.8422, -7.1213
9.604,-5.4438, -6.7077
9.608,-5.0172, -6.2939
9.612,-4.5897, -5.8777
9.616,-4.1454, -5.4609
9.620,-3.7119, -5.0345
9.624,-3.2710, -4.6086
9.628,-2.8126, -4.1744
9.632,-2.3697, -3.7358
9.636,-1.9146, -3.2930
9.640,-1.4627, -2.8475
9.644,-0.9968, -2.3982
9.648,-0.5442, -1.9460
9.652,-0.0802, -1.4926
9.656,0.4008, -1.0353
9.660,0.8729, -0.5748
9.664,1.3495, -0.1096
9.668,1.8476, 0.3596
9.672,2.3336, 0.8356
9.676,2.8190, 1.3164
9.680,3.3292, 1.8005
9.684,3.8229, 2.2894
9.688,4.3234, 2.7823
9.692,4.8447, 3.2774
9.696,5.3032, 3.7760
9.700,5.8622, 4.2766
9.704,6.3280, 4.7772
9.708,6.8546, 5.2795
9.712,7.3695, 5.7836
9.716,7.8853, 6.2883
9.720,8.4221, 6.8013
9.724,8.9482, 7.3126
9.728,9.4785, 7.8346
9.732,10.0249, 8.3589
9.736,10.5638, 8.8881
9.740,11.1066, 9.4218
9.744,11.6526, 9.9579
9.748,12.2020, 10.4979
9.752,12.7501, 11.0406
9.756,13.2974, 11.5845
9.760,13.8498, 12.1304
9.764,14.4069, 12.6778
9.768,14.9664, 13.2269
9.772,15.5263, 13.7780
9.776,16.0793, 14.3319
9.780,16.6220, 14.8874
9.784,17.1499, 15.4415
9.788,17.6620, 15.9903
9.792,18.1915, 16.5306
9.796,18.6655, 17.0608
9.800,19.0866, 17.5778
9.804,19.5514, 18.0775
9.808,19.9212, 18.5559
9.812,20.3212, 19.0096
9.816,20.6846, 19.4359
9.820,20.9902, 19.8400
9.824,21.3038, 20.2231
9.828,21.5870, 20.5767
9.832,21.7906, 20.9078
9.836,21.9674, 21.2059
9.840,22.1344, 21.4693
9.844,22.2393, 21.6980
9.848,22.3473, 21.8872
9.852,22.3960, 22.0405
9.856,22.4464, 22.1653
9.860,22.4652, 22.2618
9.864,22.4399, 22.3293
9.868,22.3852, 22.3717
9.872,22.2982, 22.3837
9.876,22.1868, 22.3670
9.880,22.0542, 22.3172
9.884,21.8905, 22.2367
9.888,21.7140, 22.1293
9.892,21.5242, 21.9973
9.896,21.2973, 21.8432
9.900,21.1126, 21.6692
9.904,20.8424, 21.4784
9.908,20.6219, 21.2733
9.912,20.3734, 21.0553
9.916,20.1252, 20.8263
9.920,19.8747, 20.5910
9.924,19.6175, 20.3457
9.928,19.3726, 20.1012
9.932,19.1292, 19.8516
9.936,18.8770, 19.6021
9.940,18.6397, 19.3536
9.944,18.4147, 19.1074
9.948,18.1862, 18.8655
9.952,17.9733, 18.6281
9.956,17.7864, 18.3977
9.960,17.6015, 18.1777
9.964,17.4424, 17.9691
9.968,17.3138, 17.7742
9.972,17.1603, 17.5966
9.976,17.0053, 17.4339
9.980,16.8569, 17.2805
9.984,16.7153, 17.1330
9.988,16.5797, 16.9862
9.992,16.4609, 16.8392
9.996,16.3514, 16.6985
10.000,16.2683, 16.5671
10.004,16.1873, 16.4473
10.008,16.1495, 16.3416
10.012,16.1244, 16.2531
10.016,16.1021, 16.1832
10.020,16.0510, 16.1314
10.024,16.0032, 16.0913
10.028,15.9577, 16.0567
10.032,15.9153, 16.0184
10.036,15.8775, 15.9754
10.040,15.8457, 15.9304
10.044,15.8380, 15.8893
10.048,15.8275, 15.8543
10.052,15.8048, 15.8267
10.056,15.7857, 15.8058
10.060,15.7654, 15.7888
10.064,15.7537, 15.7729
10.068,15.7406, 15.7551
10.072,15.7367, 15.7376
10.076,15.7360, 15.7235
10.080,15.7422, 15.7132
10.084,15.7571, 15.7080
10.088,15.7790, 15.7081
10.092,15.8040, 15.7148
10.096,15.8426, 15.7281
10.100,15.8817, 15.7485
10.104,15.9408, 15.7761
10.108,16.0014, 15.8114
10.112,16.0665, 15.8549
10.116,16.1508, 15.9072
10.120,16.2333, 15.9678
10.124,16.3241, 16.0370
10.128,16.4214, 16.1132
10.132,16.5240, 16.1969
10.136,16.6330, 16.2874
10.140,16.7461, 16.3832
10.144,16.8632, 16.4851
10.148,16.9867, 16.5925
10.152,17.1238, 16.7051
10.156,17.2699, 16.8238
10.160,17.4130, 16.9494
10.164,17.5406, 17.0819
10.168,17.6672, 17.2187
10.172,17.7880, 17.3558
10.176,17.9095, 17.4888
10.180,18.0286, 17.6162
10.184,18.1409, 17.7390
10.188,18.2468, 17.8591
10.192,18.3467, 17.9756
10.196,18.4429, 18.0878
10.200,18.5332, 18.1945
10.204,18.6091, 18.2954
10.208,18.6933, 18.3902
10.212,18.7585, 18.4792
10.216,18.8217, 18.5619
10.220,18.8839, 18.6384
10.224,18.9344, 18.7087
10.228,18.9815, 18.7737
10.232,19.0258, 18.8321
10.236,19.0626, 18.8857
10.240,19.0912, 18.9340
10.244,19.1157, 18.9762
10.248,19.1351, 19.0130
10.252,19.1465, 19.0439
10.256,19.1525, 19.0685
10.260,19.1534, 19.0871
10.264,19.1476, 19.0999
10.268,19.1367, 19.1068
10.272,19.1262, 19.1077
10.276,19.1045, 19.1036
10.280,19.0812, 19.0945
10.284,19.0542, 19.0807
10.288,19.0210, 19.0624
10.292,18.9838, 19.0395
10.296,18.9414, 19.0116
10.300,18.8911, 18.9794
10.304,18.8478, 18.9423
10.308,18.7907, 18.9007
10.312,18.7418, 18.8553
10.316,18.6901, 18.8070
10.320,18.6408, 18.7569
10.324,18.5931, 18.7064
10.328,18.5448, 18.6556
10.332,18.5002, 18.6065
10.336,18.4574, 18.5582
10.340,18.4178, 18.5115
10.344,18.3818, 18.4667
10.348,18.3539, 18.4244
10.352,18.3395, 18.3858
10.356,18.3406, 18.3528
10.360,18.3448, 18.3277
10.364,18.3502, 18.3121
10.368,18.3585, 18.3059
10.372,18.3699, 18.3071
10.376,18.3834, 18.3129
10.380,18.3953, 18.3211
10.384,18.4119, 18.3314
10.388,18.4270, 18.3435
10.392,18.4433, 18.3571
10.396,18.4605, 18.3717
10.400,18.4756, 18.3870
10.404,18.4943, 18.4032
10.408,18.5122, 18.4195
10.412,18.5284, 18.4364
10.416,18.5461, 18.4535
10.420,18.5651, 18.4707
10.424,18.5829, 18.4883
10.428,18.6006, 18.5059
10.432,18.6170, 18.5237
10.436,18.6322, 18.5415
10.440,18.6468, 18.5588
10.444,18.6591, 18.5752
10.448,18.6704, 18.5905
10.452,18.6797, 18.6046
10.456,18.6873, 18.6172
10.460,18.6938, 18.6284
10.464,18.6999, 18.6379
10.468,18.6996, 18.6459
10.472,18.6964, 18.6521
10.476,18.6916, 18.6560
10.480,18.6864, 18.6572
10.484,18.6820, 18.6557
10.488,18.6783, 18.6520
10.492,18.6754, 18.6476
10.496,18.6741, 18.6433
10.500,18.6747, 18.6397
10.504,18.6801, 18.6373
10.508,18.6875, 18.6365
10.512,18.6946, 18.6380
10.516,18.7043, 18.6418
10.520,18.7124, 18.6478
10.524,18.7237, 18.6554
10.528,18.7358, 18.6640
10.532,18.7475, 18.6734
10.536,18.7631, 18.6840
10.540,18.7777, 18.6955
10.544,18.7953, 18.7085
10.548,18.8131, 18.7226
10.552,18.8316, 18.7379
10.556,18.8526, 18.7547
10.560,18.8741, 18.7724
10.564,18.8969, 18.7915
10.568,18.9209, 18.8117
10.572,18.9435, 18.8331
10.576,18.9676, 18.8555
10.580,18.9916, 18.8785
10.584,19.0130, 18.9018
10.588,19.0337, 18.9251
10.592,19.0548, 18.9479
10.596,19.0730, 18.9700
10.600,19.0898, 18.9911
10.604,19.1036, 19.0109
10.608,19.1197, 19.0294
10.612,19.1308, 19.0464
10.616,19.1389, 19.0616
10.620,19.1433, 19.0751
10.624,19.1428, 19.0863
10.628,19.1485, 19.0947
10.632,19.1531, 19.1002
10.636,19.1559, 19.1042
10.640,19.1581, 19.1075
10.644,19.1604, 19.1109
10.648,19.1623, 19.1144
10.652,19.1638, 19.1171
10.656,19.1640, 19.1192
10.660,19.1652, 19.1210
10.664,19.1669, 19.1224
10.668,19.1681, 19.1236
10.672,19.1694, 19.1247
10.676,19.1727, 19.1259
10.680,19.1751, 19.1275
10.684,19.1783, 19.1294
10.688,19.1826, 19.1317
10.692,19.1866, 19.1346
10.696,19.1920, 19.1380
10.700,19.1982, 19.1418
10.704,19.2050, 19.1463
10.708,1
