time,pitch,pitch_filt
3.804,24.8815, 24.5570
3.808,24.9750, 24.6433
3.812,25.0689, 24.7320
3.816,25.1648, 24.8226
3.820,25.2634, 24.9150
3.824,25.3605, 25.0093
3.828,25.4581, 25.1048
3.832,25.5568, 25.2014
3.836,25.6609, 25.2989
3.840,25.7517, 25.3971
3.844,25.8621, 25.4956
3.848,25.9584, 25.5949
3.852,26.0606, 25.6948
3.856,26.1623, 25.7953
3.860,26.2667, 25.8958
3.864,26.3698, 25.9979
3.868,26.4742, 26.0994
3.872,26.5785, 26.2023
3.876,26.6839, 26.3057
3.880,26.7872, 26.4096
3.884,26.8888, 26.5135
3.888,26.9896, 26.6173
3.892,27.0879, 26.7203
3.896,27.1839, 26.8221
3.900,27.2779, 26.9221
3.904,27.3690, 27.0203
3.908,27.4556, 27.1162
3.912,27.5401, 27.2096
3.916,27.6214, 27.3002
3.920,27.6986, 27.3877
3.924,27.7716, 27.4719
3.928,27.8450, 27.5528
3.932,27.9123, 27.6305
3.936,27.9828, 27.7052
3.940,28.0399, 27.7770
3.944,28.1095, 27.8462
3.948,28.1663, 27.9131
3.952,28.2258, 27.9775
3.956,28.2821, 28.0402
3.960,28.3391, 28.1005
3.964,28.3930, 28.1598
3.968,28.4457, 28.2166
3.972,28.4974, 28.2725
3.976,28.5464, 28.3269
3.980,28.5956, 28.3798
3.984,28.6440, 28.4311
3.988,28.6865, 28.4811
3.992,28.7310, 28.5295
3.996,28.7736, 28.5764
4.000,28.8143, 28.6217
4.004,28.8531, 28.6653
4.008,28.8921, 28.7074
4.012,28.9288, 28.7485
4.016,28.9647, 28.7880
4.020,29.0001, 28.8263
4.024,29.0334, 28.8634
4.028,29.0656, 28.8995
4.032,29.0983, 28.9343
4.036,29.1304, 28.9681
4.040,29.1613, 29.0011
4.044,29.1914, 29.0333
4.048,29.2224, 29.0651
4.052,29.2512, 29.0963
4.056,29.2799, 29.1269
4.060,29.3072, 29.1568
4.064,29.3331, 29.1860
4.068,29.3581, 29.2144
4.072,29.3808, 29.2416
4.076,29.4017, 29.2676
4.080,29.4205, 29.2921
4.084,29.4353, 29.3148
4.088,29.4511, 29.3356
4.092,29.4598, 29.3541
4.096,29.4679, 29.3703
4.100,29.4715, 29.3837
4.104,29.4711, 29.3942
4.108,29.4645, 29.4015
4.112,29.4520, 29.4048
4.116,29.4347, 29.4038
4.120,29.4089, 29.3976
4.124,29.3769, 29.3857
4.128,29.3369, 29.3675
4.132,29.2857, 29.3426
4.136,29.2217, 29.3101
4.140,29.1355, 29.2686
4.144,29.0671, 29.2166
4.148,28.9568, 29.1537
4.152,28.8634, 29.0797
4.156,28.7549, 28.9958
4.160,28.6397, 28.9032
4.164,28.5165, 28.8040
4.168,28.3838, 28.6956
4.172,28.2452, 28.5818
4.176,28.0995, 28.4591
4.180,27.9470, 28.3288
4.184,27.7891, 28.1911
4.188,27.6268, 28.0465
4.192,27.4568, 27.8957
4.196,27.2952, 27.7392
4.200,27.1171, 27.5780
4.204,26.9460, 27.4130
4.208,26.7717, 27.2450
4.212,26.6047, 27.0747
4.216,26.4482, 26.9040
4.220,26.2907, 26.7340
4.224,26.1333, 26.5682
4.228,25.9772, 26.4063
4.232,25.8208, 26.2480
4.236,25.6663, 26.0915
4.240,25.5022, 25.9351
4.244,25.3722, 25.7792
4.248,25.2027, 25.6246
4.252,25.0613, 25.4713
4.256,24.9149, 25.3197
4.260,24.7687, 25.1696
4.264,24.6232, 25.0221
4.268,24.4788, 24.8736
4.272,24.3329, 24.7288
4.276,24.1859, 24.5834
4.280,24.0369, 24.4380
4.284,23.8852, 24.2922
4.288,23.7300, 24.1451
4.292,23.5698, 23.9959
4.296,23.4057, 23.8440
4.300,23.2337, 23.6887
4.304,23.0622, 23.5291
4.308,22.8823, 23.3650
4.312,22.7008, 23.1962
4.316,22.5102, 23.0230
4.320,22.3100, 22.8448
4.324,22.0844, 22.6608
4.328,21.8496, 22.4678
4.332,21.6105, 22.2637
4.336,21.3660, 22.0467
4.340,21.1041, 21.8178
4.344,20.8806, 21.5794
4.348,20.5987, 21.3361
4.352,20.3545, 21.0887
4.356,20.1014, 20.8383
4.360,19.8480, 20.5857
4.364,19.5980, 20.3335
4.368,19.3445, 20.0785
4.372,19.0882, 19.8279
4.376,18.8326, 19.5756
4.380,18.5739, 19.3226
4.384,18.3151, 19.0683
4.388,18.0559, 18.8124
4.392,17.7959, 18.5553
4.396,17.5332, 18.2973
4.400,17.2723, 18.0383
4.404,17.0084, 17.7785
4.408,16.7481, 17.5178
4.412,16.4791, 17.2565
4.416,16.2137, 16.9942
4.420,15.9328, 16.7307
4.424,15.6310, 16.4638
4.428,15.3147, 16.1907
4.432,14.9904, 15.9070
4.436,14.6587, 15.6109
4.440,14.3170, 15.3007
4.444,13.9467, 14.9783
4.448,13.6297, 14.6459
4.452,13.2215, 14.3054
4.456,12.8631, 13.9562
4.460,12.4742, 13.5984
4.464,12.0872, 13.2318
4.468,11.6823, 12.8588
4.472,11.2818, 12.4732
4.476,10.8771, 12.0858
4.480,10.4629, 11.6894
4.484,10.0323, 11.2879
4.488,9.5926, 10.8795
4.492,9.1422, 10.4638
4.496,8.6862, 10.0378
4.500,8.2230, 9.6009
4.504,7.7561, 9.1545
4.508,7.2840, 8.7005
4.512,6.8104, 8.2402
4.516,6.3370, 7.7750
4.520,5.8691, 7.3063
4.524,5.4238, 6.8366
4.528,4.9760, 6.3690
4.532,4.5188, 5.9068
4.536,4.0435, 5.4499
4.540,3.5646, 4.9947
4.544,3.0619, 4.5356
4.548,2.6393, 4.0679
4.552,2.1124, 3.5945
4.556,1.6679, 3.1181
4.560,1.1995, 2.6433
4.564,0.7358, 2.1710
4.568,0.2710, 1.7040
4.572,-0.1814, 1.2343
4.576,-0.6322, 0.7749
4.580,-1.0767, 0.3152
4.584,-1.5117, -0.1393
4.588,-1.9433, -0.5885
4.592,-2.3688, -1.0311
4.596,-2.7851, -1.4679
4.600,-3.2002, -1.8983
4.604,-3.6093, -2.3226
4.608,-4.0092, -2.7413
4.612,-4.4102, -3.1544
4.616,-4.8006, -3.5621
4.620,-5.1898, -3.9648
4.624,-5.5785, -4.3623
4.628,-5.9602, -4.7554
4.632,-6.3403, -5.1449
4.636,-6.7163, -5.5305
4.640,-7.0922, -5.9132
4.644,-7.4822, -6.2933
4.648,-7.8103, -6.6707
4.652,-8.2179, -7.0451
4.656,-8.5606, -7.4168
4.660,-8.9235, -7.7854
4.664,-9.2877, -8.1512
4.668,-9.6502, -8.5132
4.672,-10.0140, -8.8782
4.676,-10.3784, -9.2373
4.680,-10.7431, -9.6001
4.684,-11.1087, -9.9631
4.688,-11.4721, -10.3264
4.692,-11.8372, -10.6902
4.696,-12.2026, -11.0541
4.700,-12.5668, -11.4180
4.704,-12.9304, -11.7820
4.708,-13.2948, -12.1457
4.712,-13.6553, -12.5094
4.716,-14.0123, -12.8723
4.720,-14.3691, -13.2340
4.724,-14.7193, -13.5938
4.728,-15.0702, -13.9512
4.732,-15.4111, -14.3056
4.736,-15.7493, -14.6566
4.740,-16.0819, -15.0037
4.744,-16.4229, -15.3464
4.748,-16.7034, -15.6844
4.752,-17.0449, -16.0154
4.756,-17.3254, -16.3395
4.760,-17.6139, -16.6551
4.764,-17.8904, -16.9616
4.768,-18.1572, -17.2570
4.772,-18.4134, -17.5462
4.776,-18.6588, -17.8208
4.780,-18.8948, -18.0878
4.784,-19.1298, -18.3445
4.788,-19.3433, -18.5917
4.792,-19.5578, -18.8297
4.796,-19.7614, -19.0589
4.800,-19.9542, -19.2794
4.804,-20.1372, -19.4914
4.808,-20.3114, -19.6937
4.812,-20.4775, -19.8877
4.816,-20.6353, -20.0718
4.820,-20.7884, -20.2470
4.824,-20.9366, -20.4140
4.828,-21.0801, -20.5738
4.832,-21.2226, -20.7276
4.836,-21.3657, -20.8766
4.840,-21.5040, -21.0221
4.844,-21.6454, -21.1651
4.848,-21.7975, -21.3069
4.852,-21.9292, -21.4487
4.856,-22.0901, -21.5909
4.860,-22.2322, -21.7344
4.864,-22.3811, -21.8798
4.868,-22.5305, -22.0265
4.872,-22.6843, -22.1736
4.876,-22.8383, -22.3233
4.880,-22.9919, -22.4725
4.884,-23.1481, -22.6242
4.888,-23.3060, -22.7773
4.892,-23.4667, -22.9318
4.896,-23.6271, -23.0876
4.900,-23.7880, -23.2450
4.904,-23.9517, -23.4040
4.908,-24.1239, -23.5644
4.912,-24.2895, -23.7267
4.916,-24.4450, -23.8906
4.920,-24.5917, -24.0548
4.924,-24.7337, -24.2166
4.928,-24.8669, -24.3732
4.932,-24.9928, -24.5220
4.936,-25.1126, -24.6630
4.940,-25.2245, -24.7968
4.944,-25.3356, -24.9238
4.948,-25.4373, -25.0441
4.952,-25.5219, -25.1580
4.956,-25.6154, -25.2654
4.960,-25.6867, -25.3657
4.964,-25.7542, -25.4586
4.968,-25.8134, -25.5430
4.972,-25.8652, -25.6192
4.976,-25.9089, -25.6879
4.980,-25.9457, -25.7472
4.984,-25.9756, -25.7995
4.988,-26.0013, -25.8443
4.992,-26.0212, -25.8822
4.996,-26.0445, -25.9139
5.000,-26.0556, -25.9406
5.004,-26.0760, -25.9633
5.008,-26.0935, -25.9832
5.012,-26.1070, -26.0013
5.016,-26.1182, -26.0184
5.020,-26.1259, -26.0337
5.024,-26.1312, -26.0480
5.028,-26.1333, -26.0593
5.032,-26.1351, -26.0675
5.036,-26.1337, -26.0732
5.040,-26.1318, -26.0764
5.044,-26.1287, -26.0777
5.048,-26.1238, -26.0773
5.052,-26.1222, -26.0756
5.056,-26.1168, -26.0728
5.060,-26.1149, -26.0695
5.064,-26.1135, -26.0661
5.068,-26.1139, -26.0630
5.072,-26.1183, -26.0608
5.076,-26.1244, -26.0598
5.080,-26.1348, -26.0610
5.084,-26.1507, -26.0648
5.088,-26.1680, -26.0717
5.092,-26.1917, -26.0822
5.096,-26.2206, -26.0966
5.100,-26.2549, -26.1153
5.104,-26.2982, -26.1388
5.108,-26.3511, -26.1677
5.112,-26.4132, -26.2033
5.116,-26.4816, -26.2465
5.120,-26.5594, -26.2981
5.124,-26.6376, -26.3580
5.128,-26.7163, -26.4254
5.132,-26.7956, -26.4984
5.136,-26.8684, -26.5748
5.140,-26.9451, -26.6525
5.144,-27.0285, -26.7298
5.148,-27.1123, -26.8072
5.152,-27.1924, -26.8854
5.156,-27.2866, -26.9652
5.160,-27.3615, -27.0477
5.164,-27.4476, -27.1315
5.168,-27.5287, -27.2153
5.172,-27.6031, -27.2985
5.176,-27.6631, -27.3802
5.180,-27.7173, -27.4570
5.184,-27.7673, -27.5291
5.188,-27.8110, -27.5933
5.192,-27.8494, -27.6498
5.196,-27.8825, -27.6994
5.200,-27.9076, -27.7436
5.204,-27.9278, -27.7822
5.208,-27.9472, -27.8150
5.212,-27.9549, -27.8421
5.216,-27.9601, -27.8637
5.220,-27.9626, -27.8799
5.224,-27.9574, -27.8911
5.228,-27.9472, -27.8972
5.232,-27.9326, -27.8979
5.236,-27.9098, -27.8938
5.240,-27.8852, -27.8844
5.244,-27.8535, -27.8693
5.248,-27.8124, -27.8488
5.252,-27.7780, -27.8230
5.256,-27.7261, -27.7918
5.260,-27.6761, -27.7558
5.264,-27.6248, -27.7147
5.268,-27.5621, -27.6690
5.272,-27.5020, -27.6194
5.276,-27.4368, -27.5649
5.280,-27.3664, -27.5072
5.284,-27.2914, -27.4456
5.288,-27.2111, -27.3797
5.292,-27.1286, -27.3101
5.296,-27.0407, -27.2358
5.300,-26.9494, -27.1571
5.304,-26.8539, -27.0742
5.308,-26.7544, -26.9873
5.312,-26.6521, -26.8965
5.316,-26.5470, -26.8017
5.320,-26.4362, -26.7032
5.324,-26.3268, -26.6013
5.328,-26.2134, -26.4962
5.332,-26.0960, -26.3883
5.336,-25.9764, -26.2776
5.340,-25.8541, -26.1641
5.344,-25.7285, -26.0481
5.348,-25.5999, -25.9289
5.352,-25.4613, -25.8066
5.356,-25.3469, -25.6813
5.360,-25.1937, -25.5536
5.364,-25.0609, -25.4234
5.368,-24.9214, -25.2907
5.372,-24.7702, -25.1551
5.376,-24.6220, -25.0171
5.380,-24.4660, -24.8735
5.384,-24.3031, -24.7283
5.388,-24.1343, -24.5775
5.392,-23.9550, -24.4211
5.396,-23.7685, -24.2592
5.400,-23.5765, -24.0897
5.404,-23.3777, -23.9127
5.408,-23.1699, -23.7283
5.412,-22.9573, -23.5366
5.416,-22.7412, -23.3382
5.420,-22.5223, -23.1335
5.424,-22.3063, -22.9233
5.428,-22.0801, -22.7091
5.432,-21.8542, -22.4920
5.436,-21.6271, -22.2724
5.440,-21.3966, -22.0502
5.444,-21.1616, -21.8254
5.448,-20.9213, -21.5973
5.452,-20.6620, -21.3662
5.456,-20.4482, -21.1310
5.460,-20.1667, -20.8921
5.464,-19.9215, -20.6491
5.468,-19.6598, -20.4022
5.472,-19.3949, -20.1511
5.476,-19.1249, -19.8969
5.480,-18.8506, -19.6346
5.484,-18.5754, -19.3720
5.488,-18.2963, -19.1035
5.492,-18.0135, -18.8315
5.496,-17.7229, -18.5560
5.500,-17.4303, -18.2769
5.504,-17.1351, -17.9939
5.508,-16.8339, -17.7066
5.512,-16.5294, -17.4150
5.516,-16.2235, -17.1193
5.520,-15.9145, -16.8203
5.524,-15.5986, -16.5177
5.528,-15.2865, -16.2117
5.532,-14.9643, -15.9028
5.536,-14.6448, -15.5909
5.540,-14.3203, -15.2759
5.544,-13.9935, -14.9581
5.548,-13.6618, -14.6378
5.552,-13.3024, -14.3134
5.556,-13.0013, -13.9853
5.560,-12.6112, -13.6529
5.564,-12.2760, -13.3154
5.568,-11.9154, -12.9728
5.572,-11.5454, -12.6247
5.576,-11.1700, -12.2729
5.580,-10.7894, -11.9103
5.584,-10.4070, -11.5466
5.588,-10.0198, -11.1736
5.592,-9.6358, -10.7957
5.596,-9.2505, -10.4145
5.600,-8.8640, -10.0312
5.604,-8.4736, -9.6468
5.608,-8.0768, -9.2613
5.612,-7.6763, -8.8741
5.616,-7.2826, -8.4838
5.620,-6.8767, -8.0905
5.624,-6.4615, -7.6938
5.628,-6.0582, -7.2938
5.632,-5.6391, -6.8907
5.636,-5.2211, -6.4841
5.640,-4.7914, -6.0730
5.644,-4.3774, -5.6584
5.648,-3.9509, -5.2413
5.652,-3.4818, -4.8197
5.656,-3.1064, -4.3947
5.660,-2.6116, -3.9667
5.664,-2.1714, -3.5348
5.668,-1.7174, -3.0963
5.672,-1.2604, -2.6518
5.676,-0.7704, -2.2044
5.680,-0.2889, -1.7427
5.684,0.1950, -1.2803
5.688,0.6909, -0.8074
5.692,1.1900, -0.3265
5.696,1.6785, 0.1608
5.700,2.1516, 0.6497
5.704,2.6523, 1.1396
5.708,3.1472, 1.6292
5.712,3.6486, 2.1179
5.716,4.1754, 2.6085
5.720,4.7118, 3.1058
5.724,5.2279, 3.6137
5.728,5.7517, 4.1287
5.732,6.2998, 4.6507
5.736,6.8263, 5.1776
5.740,7.3516, 5.7057
5.744,7.8943, 6.2346
5.748,8.4347, 6.7665
5.752,8.9762, 7.3003
5.756,9.5360, 7.8348
5.760,10.0228, 8.3731
5.764,10.6401, 8.9131
5.768,11.1622, 9.4546
5.772,11.7317, 9.9991
5.776,12.3142, 10.5491
5.780,12.8879, 11.1043
5.784,13.4744, 11.6727
5.788,14.0789, 12.2400
5.792,14.6760, 12.8203
5.796,15.2838, 13.4071
5.800,15.8937, 13.9999
5.804,16.5040, 14.5996
5.808,17.1125, 15.2037
5.812,17.7293, 15.8097
5.816,18.3609, 16.4191
5.820,18.9995, 17.0319
5.824,19.6393, 17.6501
5.828,20.2920, 18.2758
5.832,20.9480, 18.9099
5.836,21.6074, 19.5515
5.840,22.2735, 20.1991
5.844,22.9475, 20.8525
5.848,23.6182, 21.5117
5.852,24.3006, 22.1756
5.856,25.0189, 22.8452
5.860,25.6263, 23.5203
5.864,26.3897, 24.1984
5.868,27.0405, 24.8794
5.872,27.7329, 25.5627
5.876,28.4336, 26.2478
5.880,29.1301, 26.9319
5.884,29.8195, 27.6266
5.888,30.4922, 28.3128
5.892,31.1539, 29.0033
5.896,31.7934, 29.6873
5.900,32.3750, 30.3585
5.904,32.9827, 31.0117
5.908,33.5093, 31.6428
5.912,34.0563, 32.2489
5.916,34.5551, 32.8288
5.920,35.0100, 33.3823
5.924,35.4326, 33.9107
5.928,35.8079, 34.4046
5.932,36.1531, 34.8666
5.936,36.4597, 35.2881
5.940,36.7163, 35.6708
5.944,36.9529, 36.0155
5.948,37.1496, 36.3218
5.952,37.2819, 36.5911
5.956,37.3832, 36.8211
5.960,37.4739, 37.0112
5.964,37.4763, 37.1620
5.968,37.4789, 37.2713
5.972,37.4392, 37.3408
5.976,37.3652, 37.3745
5.980,37.2529, 37.3721
5.984,37.1020, 37.3323
5.988,36.9125, 37.2606
5.992,36.6857, 37.1510
5.996,36.4280, 37.0039
6.000,36.1394, 36.8196
6.004,35.8167, 36.5997
6.008,35.4990, 36.3466
6.012,35.1211, 36.0641
6.016,34.7428, 35.7548
6.020,34.3301, 35.4205
6.024,33.8884, 35.0616
6.028,33.4179, 34.6783
6.032,32.9176, 34.2663
6.036,32.3940, 33.8290
6.040,31.8465, 33.3624
6.044,31.2760, 32.8686
6.048,30.6842, 32.3490
6.052,30.0646, 31.8051
6.056,29.3865, 31.2369
6.060,28.8170, 30.6446
6.064,28.0584, 30.0313
6.068,27.4057, 29.3969
6.072,26.6973, 28.7438
6.076,25.9789, 28.0733
6.080,25.2320, 27.3898
6.084,24.4650, 26.6803
6.088,23.6881, 25.9644
6.092,22.8890, 25.2238
6.096,22.0659, 24.4645
6.100,21.2377, 23.6859
6.104,20.3879, 22.8900
6.108,19.5215, 22.0771
6.112,18.6488, 21.2472
6.116,17.7696, 20.4024
6.120,16.8684, 19.5446
6.124,15.9634, 18.6739
6.128,15.0551, 17.7924
6.132,14.1404, 16.9012
6.136,13.2069, 16.0009
6.140,12.2689, 15.0919
6.144,11.3340, 14.1755
6.148,10.3888, 13.2513
6.152,9.4431, 12.3199
6.156,8.5150, 11.3834
6.160,7.5432, 10.4450
6.164,6.7363, 9.5074
6.168,5.7111, 8.5759
6.172,4.8359, 7.6509
6.176,3.9153, 6.7319
6.180,2.9991, 5.8142
6.184,2.0930, 4.9019
6.188,1.2050, 3.9801
6.192,0.3318, 3.0777
6.196,-0.5324, 2.1769
6.200,-1.3746, 1.2884
6.204,-2.1996, 0.4143
6.208,-3.0150, -0.4442
6.212,-3.8071, -1.2875
6.216,-4.5818, -2.1148
6.220,-5.3614, -2.9253
6.224,-6.1099, -3.7209
6.228,-6.8564, -4.5023
6.232,-7.5861, -5.2702
6.236,-8.3106, -6.0259
6.240,-9.0203, -6.7701
6.244,-9.7151, -7.5014
6.248,-10.3976, -8.2220
6.252,-11.0707, -8.9303
6.256,-11.7320, -9.6265
6.260,-12.4188, -10.3110
6.264,-12.9839, -10.9849
6.268,-13.6831, -11.6470
6.272,-14.2704, -12.2983
6.276,-14.8924, -12.9381
6.280,-15.4939, -13.5684
6.284,-16.1028, -14.1867
6.288,-16.6864, -14.8054
6.292,-17.2845, -15.4077
6.296,-17.8562, -16.0085
6.300,-18.4284, -16.6013
6.304,-18.9939, -17.1875
6.308,-19.5475, -17.7653
6.312,-20.0929, -18.3365
6.316,-20.6299, -18.8982
6.320,-21.1523, -19.4523
6.324,-21.6632, -19.9969
6.328,-22.1761, -20.5312
6.332,-22.6609, -21.0555
6.336,-23.1474, -21.5695
6.340,-23.6187, -22.0729
6.344,-24.0796, -22.5660
6.348,-24.5298, -23.0488
6.352,-24.9631, -23.5197
6.356,-25.3884, -23.9804
6.360,-25.8267, -24.4293
6.364,-26.1835, -24.8674
6.368,-26.6204, -25.2935
6.372,-26.9878, -25.7085
6.376,-27.3680, -26.1134
6.380,-27.7469, -26.5089
6.384,-28.1146, -26.8942
6.388,-28.4803, -27.2780
6.392,-28.8396, -27.6503
6.396,-29.1863, -28.0202
6.400,-29.5250, -28.3838
6.404,-29.8556, -28.7398
6.408,-30.1749, -29.0880
6.412,-30.4857, -29.4269
6.416,-30.7885, -29.7563
6.420,-31.0805, -30.0767
6.424,-31.3647, -30.3879
6.428,-31.6410, -30.6899
6.432,-31.9073, -30.9831
6.436,-32.1755, -31.2678
6.440,-32.4234, -31.5444
6.444,-32.6738, -31.8136
6.448,-32.9146, -32.0754
6.452,-33.1464, -32.3301
6.456,-33.3711, -32.5777
6.460,-33.5966, -32.8176
6.464,-33.7796, -33.0508
6.468,-34.0001, -33.2750
6.472,-34.1784, -33.4906
6.476,-34.3602, -33.6974
6.480,-34.5347, -33.8955
6.484,-34.7028, -34.0844
6.488,-34.8716, -34.2681
6.492,-35.0271, -34.4423
6.496,-35.1838, -34.6123
6.500,-35.3385, -34.7772
6.504,-35.4892, -34.9377
6.508,-35.6363, -35.0946
6.512,-35.7759, -35.2476
6.516,-35.9065, -35.3975
6.520,-36.0362, -35.5427
6.524,-36.1539, -35.6822
6.528,-36.2636, -35.8154
6.532,-36.3728, -35.9416
6.536,-36.4719, -36.0611
6.540,-36.5714, -36.1743
6.544,-36.6566, -36.2811
6.548,-36.7436, -36.3825
6.552,-36.8243, -36.4787
6.556,-36.8982, -36.5690
6.560,-36.9672, -36.6544
6.564,-37.0283, -36.7341
6.568,-37.0786, -36.8087
6.572,-37.1269, -36.8765
6.576,-37.1627, -36.9374
6.580,-37.1895, -36.9907
6.584,-37.2120, -37.0361
6.588,-37.2273, -37.0735
6.592,-37.2325, -37.1033
6.596,-37.2400, -37.1253
6.600,-37.2336, -37.1408
6.604,-37.2298, -37.1503
6.608,-37.2191, -37.1541
6.612,-37.2037, -37.1528
6.616,-37.1842, -37.1472
6.620,-37.1582, -37.1367
6.624,-37.1278, -37.1220
6.628,-37.0909, -37.1021
6.632,-37.0469, -37.0770
6.636,-36.9987, -37.0463
6.640,-36.9430, -37.0098
6.644,-36.8824, -36.9673
6.648,-36.8222, -36.9190
6.652,-36.7499, -36.8653
6.656,-36.6803, -36.8067
6.660,-36.6039, -36.7434
6.664,-36.5147, -36.6758
6.668,-36.4434, -36.6038
6.672,-36.3383, -36.5271
6.676,-36.2452, -36.4462
6.680,-36.1420, -36.3600
6.684,-36.0339, -36.2684
6.688,-35.9213, -36.1721
6.692,-35.8045, -36.0689
6.696,-35.6819, -35.9625
6.700,-35.5611, -35.8507
6.704,-35.4290, -35.7346
6.708,-35.2996, -35.6145
6.712,-35.1640, -35.4907
6.716,-35.0238, -35.3631
6.720,-34.8803, -35.2320
6.724,-34.7299, -35.0966
6.728,-34.5752, -34.9575
6.732,-34.4138, -34.8134
6.736,-34.2465, -34.6642
6.740,-34.0739, -34.5096
6.744,-33.8953, -34.3491
6.748,-33.7114, -34.1830
6.752,-33.5208, -34.0110
6.756,-33.3301, -33.8335
6.760,-33.1312, -33.6507
6.764,-32.9190, -33.4627
6.768,-32.7433, -33.2699
6.772,-32.5105, -33.0738
6.776,-32.3098, -32.8742
6.780,-32.0921, -32.6711
6.784,-31.8715, -32.4643
6.788,-31.6445, -32.2542
6.792,-31.4156, -32.0367
6.796,-31.1854, -31.8182
6.800,-30.9483, -31.5938
6.804,-30.7078, -31.3658
6.808,-30.4700, -31.1342
6.812,-30.2232, -30.8997
6.816,-29.9771, -30.6619
6.820,-29.7272, -30.4211
6.824,-29.4780, -30.1778
6.828,-29.2225, -29.9321
6.832,-28.9639, -29.6834
6.836,-28.7018, -29.4325
6.840,-28.4377, -29.1785
6.844,-28.1693, -28.9212
6.848,-27.9007, -28.6603
6.852,-27.6288, -28.3967
6.856,-27.3536, -28.1303
6.860,-27.0795, -27.8616
6.864,-26.7821, -27.5901
6.868,-26.5399, -27.3161
6.872,-26.2284, -27.0404
6.876,-25.9636, -26.7634
6.880,-25.6794, -26.4857
6.884,-25.3942, -26.2068
6.888,-25.1041, -25.9284
6.892,-24.8092, -25.6439
6.896,-24.5119, -25.3606
6.900,-24.2106, -25.0712
6.904,-23.9042, -24.7783
6.908,-23.5954, -24.4813
6.912,-23.2820, -24.1805
6.916,-22.9668, -23.8761
6.920,-22.6469, -23.5679
6.924,-22.3300, -23.2563
6.928,-22.0092, -22.9420
6.932,-21.6820, -22.6253
6.936,-21.3525, -22.3064
6.940,-21.0186, -21.9848
6.944,-20.6797, -21.6601
6.948,-20.3374, -21.3311
6.952,-19.9922, -20.9979
6.956,-19.6451, -20.6609
6.960,-19.2933, -20.3202
6.964,-18.9378, -19.9762
6.968,-18.5602, -19.6285
6.972,-18.2448, -19.2771
6.976,-17.8437, -18.9233
6.980,-17.5023, -18.5670
6.984,-17.1415, -18.2095
6.988,-16.7777, -17.8510
6.992,-16.4073, -17.4933
6.996,-16.0339, -17.1293
7.000,-15.6606, -16.7681
7.004,-15.2808, -16.4005
7.008,-14.8959, -16.0293
7.012,-14.5134, -15.6544
7.016,-14.1259, -15.2766
7.020,-13.7371, -14.8958
7.024,-13.3419, -14.5120
7.028,-12.9504, -14.1257
7.032,-12.5594, -13.7375
7.036,-12.1576, -13.3470
7.040,-11.7573, -12.9546
7.044,-11.3573, -12.5603
7.048,-10.9426, -12.1638
7.052,-10.5280, -11.7637
7.056,-10.1206, -11.3595
7.060,-9.6942, -10.9521
7.064,-9.2671, -10.5406
7.068,-8.8220, -10.1243
7.072,-8.4345, -9.7041
7.076,-7.9560, -9.2807
7.080,-7.5357, -8.8526
7.084,-7.1132, -8.4229
7.088,-6.6744, -7.9914
7.092,-6.2190, -7.5602
7.096,-5.7830, -7.1228
7.100,-5.3261, -6.6884
7.104,-4.8495, -6.2466
7.108,-4.3841, -5.7971
7.112,-3.9138, -5.3412
7.116,-3.4162, -4.8795
7.120,-2.9391, -4.4092
7.124,-2.4724, -3.9338
7.128,-1.9841, -3.4568
7.132,-1.4977, -2.9776
7.136,-1.0095, -2.4973
7.140,-0.5367, -2.0179
7.144,-0.0384, -1.5361
7.148,0.4692, -1.0509
7.152,0.9683, -0.5636
7.156,1.4834, -0.0718
7.160,2.0184, 0.4263
7.164,2.5302, 0.9337
7.168,3.0675, 1.4469
7.172,3.5458, 1.9642
7.176,4.1259, 2.4843
7.180,4.6212, 3.0055
7.184,5.1443, 3.5260
7.188,5.6860, 4.0492
7.192,6.2187, 4.5724
7.196,6.7376, 5.1019
7.200,7.2847, 5.6262
7.204,7.8339, 6.1575
7.208,8.3794, 6.6919
7.212,8.9438, 7.2294
7.216,9.5087, 7.7731
7.220,10.0779, 8.3251
7.224,10.6507, 8.8821
7.228,11.2365, 9.4446
7.232,11.8176, 10.0136
7.236,12.4069, 10.5869
7.240,12.9998, 11.1652
7.244,13.5888, 11.7479
7.248,14.1785, 12.3341
7.252,14.7730, 12.9219
7.256,15.3770, 13.5117
7.260,15.9829, 14.1034
7.264,16.5859, 14.6979
7.268,17.2134, 15.2968
7.272,17.7230, 15.8984
7.276,18.3385, 16.4963
7.280,18.8330, 17.0846
7.284,19.3074, 17.6558
7.288,19.8084, 18.2044
7.292,20.2359, 18.7244
7.296,20.6870, 19.2258
7.300,21.0861, 19.6956
7.304,21.4333, 20.1474
7.308,21.7510, 20.5753
7.312,22.0429, 20.9689
7.316,22.2700, 21.3303
7.320,22.4531, 21.6497
7.324,22.6233, 21.9287
7.328,22.7536, 22.1686
7.332,22.8438, 22.3694
7.336,22.9083, 22.5326
7.340,22.9742, 22.6642
7.344,22.9572, 22.7667
7.348,22.9517, 22.8381
7.352,22.9147, 22.8807
7.356,22.8345, 22.8957
7.360,22.7415, 22.8829
7.364,22.6331, 22.8404
7.368,22.4899, 22.7760
7.372,22.3237, 22.6853
7.376,22.1711, 22.5712
7.380,21.9526, 22.4375
7.384,21.7490, 22.2830
7.388,21.5258, 22.1086
7.392,21.2916, 21.9172
