time,label,pitch,filtered
8.592,[kmtcs],2.3357, 2.3296
8.596,[kmtcs],2.3033, 2.3228
8.600,[kmtcs],2.3090, 2.3182
8.604,[kmtcs],2.3109, 2.3157
8.608,[kmtcs],2.3073, 2.3075
8.612,[kmtcs],2.2807, 2.3067
8.616,[kmtcs],2.3206, 2.3006
8.620,[kmtcs],2.2653, 2.2986
8.624,[kmtcs],2.2978, 2.2941
8.628,[kmtcs],2.2735, 2.2892
8.632,[kmtcs],2.2336, 2.2830
8.636,[kmtcs],2.2747, 2.2766
8.640,[kmtcs],2.2314, 2.2642
8.644,[kmtcs],2.2304, 2.2570
8.648,[kmtcs],2.1849, 2.2441
8.652,[kmtcs],2.2070, 2.2316
8.656,[kmtcs],2.2020, 2.2209
8.660,[kmtcs],2.1294, 2.2038
8.664,[kmtcs],2.1482, 2.1902
8.668,[kmtcs],2.1299, 2.1735
8.672,[kmtcs],2.0927, 2.1581
8.676,[kmtcs],2.0975, 2.1372
8.680,[kmtcs],2.0468, 2.1167
8.684,[kmtcs],2.0508, 2.1014
8.688,[kmtcs],2.0681, 2.0814
8.692,[kmtcs],1.9916, 2.0640
8.696,[kmtcs],2.0405, 2.0502
8.700,[kmtcs],2.0020, 2.0360
8.704,[kmtcs],1.9909, 2.0265
8.708,[kmtcs],1.9957, 2.0149
8.712,[kmtcs],1.9652, 2.0015
8.716,[kmtcs],1.9615, 1.9951
8.720,[kmtcs],1.9813, 1.9812
8.724,[kmtcs],1.9158, 1.9724
8.728,[kmtcs],1.9524, 1.9628
8.732,[kmtcs],1.9459, 1.9525
8.736,[kmtcs],1.9167, 1.9456
8.740,[kmtcs],1.9655, 1.9395
8.744,[kmtcs],1.9069, 1.9336
8.748,[kmtcs],1.9690, 1.9356
8.752,[kmtcs],1.9322, 1.9341
8.756,[kmtcs],1.9289, 1.9343
8.760,[kmtcs],1.9781, 1.9379
8.764,[kmtcs],1.9347, 1.9370
8.768,[kmtcs],1.9526, 1.9434
8.772,[kmtcs],1.9798, 1.9431
8.776,[kmtcs],1.9255, 1.9482
8.780,[kmtcs],1.9769, 1.9516
8.784,[kmtcs],1.9843, 1.9504
8.788,[kmtcs],1.9436, 1.9560
8.792,[kmtcs],2.0196, 1.9599
8.796,[kmtcs],1.9644, 1.9636
8.800,[kmtcs],2.0254, 1.9743
8.804,[kmtcs],1.9997, 1.9802
8.808,[kmtcs],1.9898, 1.9867
8.812,[kmtcs],2.0566, 1.9973
8.816,[kmtcs],2.0067, 2.0000
8.820,[kmtcs],2.0493, 2.0106
8.824,[kmtcs],2.0487, 2.0157
8.828,[kmtcs],2.0253, 2.0251
8.832,[kmtcs],2.0849, 2.0342
8.836,[kmtcs],2.0811, 2.0375
8.840,[kmtcs],2.0311, 2.0487
8.844,[kmtcs],2.1242, 2.0546
8.848,[kmtcs],2.0710, 2.0626
8.852,[kmtcs],2.1112, 2.0727
8.856,[kmtcs],2.1024, 2.0775
8.860,[kmtcs],2.0931, 2.0847
8.864,[kmtcs],2.1615, 2.0967
8.868,[kmtcs],2.1089, 2.0994
8.872,[kmtcs],2.1529, 2.1108
8.876,[kmtcs],2.1520, 2.1189
8.880,[kmtcs],2.1458, 2.1288
8.884,[kmtcs],2.1640, 2.1385
8.888,[kmtcs],2.1867, 2.1414
8.892,[kmtcs],2.1315, 2.1516
8.896,[kmtcs],2.2027, 2.1551
8.900,[kmtcs],2.1628, 2.1598
8.904,[kmtcs],2.1887, 2.1647
8.908,[kmtcs],2.1873, 2.1683
8.912,[kmtcs],2.1613, 2.1704
8.916,[kmtcs],2.2285, 2.1780
8.920,[kmtcs],2.1693, 2.1776
8.924,[kmtcs],2.1994, 2.1828
8.928,[kmtcs],2.1943, 2.1849
8.932,[kmtcs],2.1897, 2.1868
8.936,[kmtcs],2.1737, 2.1896
8.940,[kmtcs],2.2037, 2.1838
8.944,[kmtcs],2.1521, 2.1851
8.948,[kmtcs],2.2076, 2.1809
8.952,[kmtcs],2.1661, 2.1786
8.956,[kmtcs],2.1761, 2.1768
8.960,[kmtcs],2.1922, 2.1769
8.964,[kmtcs],2.1202, 2.1728
8.968,[kmtcs],2.1555, 2.1711
8.972,[kmtcs],2.1166, 2.1591
8.976,[kmtcs],2.1447, 2.1496
8.980,[kmtcs],2.1238, 2.1388
8.984,[kmtcs],2.1285, 2.1288
8.988,[kmtcs],2.1031, 2.1282
8.992,[kmtcs],2.1354, 2.1221
8.996,[kmtcs],2.0735, 2.1198
9.000,[kmtcs],2.1034, 2.1115
9.004,[kmtcs],2.0698, 2.1044
9.008,[kmtcs],2.0741, 2.0945
9.012,[kmtcs],2.0769, 2.0865
9.016,[kmtcs],2.0329, 2.0748
9.020,[kmtcs],2.0632, 2.0694
9.024,[kmtcs],2.0044, 2.0585
9.028,[kmtcs],2.0049, 2.0483
9.032,[kmtcs],1.9963, 2.0341
9.036,[kmtcs],1.9833, 2.0177
9.040,[kmtcs],1.9682, 2.0053
9.044,[kmtcs],1.9777, 1.9894
9.048,[kmtcs],1.9462, 1.9813
9.052,[kmtcs],1.9727, 1.9720
9.056,[kmtcs],1.9560, 1.9647
9.060,[kmtcs],1.9583, 1.9600
9.064,[kmtcs],1.9516, 1.9576
9.068,[kmtcs],1.9337, 1.9537
9.072,[kmtcs],1.9484, 1.9518
9.076,[kmtcs],1.9221, 1.9451
9.080,[kmtcs],1.9336, 1.9397
9.084,[kmtcs],1.9123, 1.9335
9.088,[kmtcs],1.9173, 1.9274
9.092,[kmtcs],1.9079, 1.9225
9.096,[kmtcs],1.9098, 1.9154
9.100,[kmtcs],1.8654, 1.9107
9.104,[kmtcs],1.8930, 1.9023
9.108,[kmtcs],1.8667, 1.8947
9.112,[kmtcs],1.8664, 1.8849
9.116,[kmtcs],1.8685, 1.8764
9.120,[kmtcs],1.8563, 1.8687
9.124,[kmtcs],1.8562, 1.8660
9.128,[kmtcs],1.8317, 1.8591
9.132,[kmtcs],1.8535, 1.8543
9.136,[kmtcs],1.8358, 1.8486
9.140,[kmtcs],1.8313, 1.8426
9.144,[kmtcs],1.8342, 1.8384
9.148,[kmtcs],1.8303, 1.8342
9.152,[kmtcs],1.8122, 1.8322
9.156,[kmtcs],1.8547, 1.8273
9.160,[kmtcs],1.8096, 1.8260
9.164,[kmtcs],1.8246, 1.8250
9.168,[kmtcs],1.8302, 1.8236
9.172,[kmtcs],1.7972, 1.8219
9.176,[kmtcs],1.8337, 1.8206
9.180,[kmtcs],1.8009, 1.8145
9.184,[kmtcs],1.8157, 1.8141
9.188,[kmtcs],1.8026, 1.8112
9.192,[kmtcs],1.7985, 1.8074
9.196,[kmtcs],1.7934, 1.8062
9.200,[kmtcs],1.7986, 1.7997
9.204,[kmtcs],1.7644, 1.7966
9.208,[kmtcs],1.7919, 1.7903
9.212,[kmtcs],1.7605, 1.7850
9.216,[kmtcs],1.7710, 1.7790
9.220,[kmtcs],1.7665, 1.7734
9.224,[kmtcs],1.7450, 1.7673
9.228,[kmtcs],1.7658, 1.7644
9.232,[kmtcs],1.7366, 1.7577
9.236,[kmtcs],1.7525, 1.7543
9.240,[kmtcs],1.7417, 1.7493
9.244,[kmtcs],1.7233, 1.7447
9.248,[kmtcs],1.7230, 1.7411
9.252,[kmtcs],1.7199, 1.7335
9.256,[kmtcs],1.6823, 1.7275
9.260,[kmtcs],1.6934, 1.7168
9.264,[kmtcs],1.6785, 1.7061
9.268,[kmtcs],1.6678, 1.6960
9.272,[kmtcs],1.6762, 1.6854
9.276,[kmtcs],1.6458, 1.6759
9.280,[kmtcs],1.6632, 1.6703
9.284,[kmtcs],1.6413, 1.6626
9.288,[kmtcs],1.6423, 1.6562
9.292,[kmtcs],1.6451, 1.6506
9.296,[kmtcs],1.6228, 1.6440
9.300,[kmtcs],1.6472, 1.6406
9.304,[kmtcs],1.6265, 1.6356
9.308,[kmtcs],1.6181, 1.6331
9.312,[kmtcs],1.6246, 1.6297
9.316,[kmtcs],1.6276, 1.6255
9.320,[kmtcs],1.6243, 1.6240
9.324,[kmtcs],1.6290, 1.6206
9.328,[kmtcs],1.6230, 1.6212
9.332,[kmtcs],1.6327, 1.6227
9.336,[kmtcs],1.6385, 1.6236
9.340,[kmtcs],1.6278, 1.6249
9.344,[kmtcs],1.6489, 1.6274
9.348,[kmtcs],1.6369, 1.6300
9.352,[kmtcs],1.6519, 1.6336
9.356,[kmtcs],1.6393, 1.6363
9.360,[kmtcs],1.6394, 1.6381
9.364,[kmtcs],1.6286, 1.6398
9.368,[kmtcs],1.6553, 1.6377
9.372,[kmtcs],1.6453, 1.6376
9.376,[kmtcs],1.6564, 1.6374
9.380,[kmtcs],1.6612, 1.6410
9.384,[kmtcs],1.6653, 1.6459
9.388,[kmtcs],1.6783, 1.6525
9.392,[kmtcs],1.6772, 1.6569
9.396,[kmtcs],1.6896, 1.6638
9.400,[kmtcs],1.7020, 1.6703
9.404,[kmtcs],1.7005, 1.6776
9.408,[kmtcs],1.6960, 1.6850
9.412,[kmtcs],1.7132, 1.6906
9.416,[kmtcs],1.6922, 1.6957
9.420,[kmtcs],1.7213, 1.6982
9.424,[kmtcs],1.7407, 1.7006
9.428,[kmtcs],1.7312, 1.7063
9.432,[kmtcs],1.7676, 1.7154
9.436,[kmtcs],1.7560, 1.7256
9.440,[kmtcs],1.7914, 1.7396
9.444,[kmtcs],1.7899, 1.7514
9.448,[kmtcs],1.7972, 1.7627
9.452,[kmtcs],1.8350, 1.7765
9.456,[kmtcs],1.8066, 1.7875
9.460,[kmtcs],1.8297, 1.8001
9.464,[kmtcs],1.8510, 1.8087
9.468,[kmtcs],1.8339, 1.8181
9.472,[kmtcs],1.8396, 1.8261
9.476,[kmtcs],1.8745, 1.8305
9.480,[kmtcs],1.8491, 1.8392
9.484,[kmtcs],1.8804, 1.8453
9.488,[kmtcs],1.8643, 1.8507
9.492,[kmtcs],1.8832, 1.8585
9.496,[kmtcs],1.8840, 1.8650
9.500,[kmtcs],1.8646, 1.8676
9.504,[kmtcs],1.9106, 1.8731
9.508,[kmtcs],1.8578, 1.8748
9.512,[kmtcs],1.8863, 1.8775
9.516,[kmtcs],1.8751, 1.8770
9.520,[kmtcs],1.8737, 1.8757
9.524,[kmtcs],1.8701, 1.8755
9.528,[kmtcs],1.8953, 1.8706
9.532,[kmtcs],1.8419, 1.8729
9.536,[kmtcs],1.8754, 1.8700
9.540,[kmtcs],1.8501, 1.8676
9.544,[kmtcs],1.8396, 1.8630
9.548,[kmtcs],1.8365, 1.8568
9.552,[kmtcs],1.7987, 1.8460
9.556,[kmtcs],1.8278, 1.8389
9.560,[kmtcs],1.7696, 1.8254
9.564,[kmtcs],1.7644, 1.8127
9.568,[kmtcs],1.7552, 1.7981
9.572,[kmtcs],1.7413, 1.7814
9.576,[kmtcs],1.7108, 1.7668
9.580,[kmtcs],1.7255, 1.7478
9.584,[kmtcs],1.6716, 1.7352
9.588,[kmtcs],1.6846, 1.7200
9.592,[kmtcs],1.6535, 1.7039
9.596,[kmtcs],1.6331, 1.6872
9.600,[kmtcs],1.6451, 1.6719
9.604,[kmtcs],1.5864, 1.6538
9.608,[kmtcs],1.5996, 1.6397
9.612,[kmtcs],1.5729, 1.6216
9.616,[kmtcs],1.5562, 1.6053
9.620,[kmtcs],1.5363, 1.5890
9.624,[kmtcs],1.5236, 1.5698
9.628,[kmtcs],1.4786, 1.5547
9.632,[kmtcs],1.5092, 1.5345
9.636,[kmtcs],1.4433, 1.5162
9.640,[kmtcs],1.4351, 1.4972
9.644,[kmtcs],1.4207, 1.4777
9.648,[kmtcs],1.3875, 1.4565
9.652,[kmtcs],1.4033, 1.4376
9.656,[kmtcs],1.3468, 1.4145
9.660,[kmtcs],1.3695, 1.3988
9.664,[kmtcs],1.3334, 1.3827
9.668,[kmtcs],1.3278, 1.3669
9.672,[kmtcs],1.3320, 1.3541
9.676,[kmtcs],1.3174, 1.3398
9.680,[kmtcs],1.2894, 1.3321
9.684,[kmtcs],1.3249, 1.3208
9.688,[kmtcs],1.2787, 1.3140
9.692,[kmtcs],1.2864, 1.3064
9.696,[kmtcs],1.2609, 1.2973
9.700,[kmtcs],1.2419, 1.2876
9.704,[kmtcs],1.2799, 1.2782
9.708,[kmtcs],1.2323, 1.2648
9.712,[kmtcs],1.2545, 1.2582
9.716,[kmtcs],1.2373, 1.2516
9.720,[kmtcs],1.2373, 1.2478
9.724,[kmtcs],1.2481, 1.2453
9.728,[kmtcs],1.2412, 1.2392
9.732,[kmtcs],1.2207, 1.2397
9.736,[kmtcs],1.2635, 1.2371
9.740,[kmtcs],1.2209, 1.2373
9.744,[kmtcs],1.2374, 1.2366
9.748,[kmtcs],1.2377, 1.2348
9.752,[kmtcs],1.2192, 1.2336
9.756,[kmtcs],1.2460, 1.2335
9.760,[kmtcs],1.2062, 1.2286
9.764,[kmtcs],1.2527, 1.2289
9.768,[kmtcs],1.2219, 1.2276
9.772,[kmtcs],1.2230, 1.2268
9.776,[kmtcs],1.2412, 1.2281
9.780,[kmtcs],1.2320, 1.2266
9.784,[kmtcs],1.2363, 1.2300
9.788,[kmtcs],1.2672, 1.2293
9.792,[kmtcs],1.2185, 1.2344
9.796,[kmtcs],1.2812, 1.2389
9.800,[kmtcs],1.2696, 1.2430
9.804,[kmtcs],1.2576, 1.2496
9.808,[kmtcs],1.2969, 1.2566
9.812,[kmtcs],1.2632, 1.2615
9.816,[kmtcs],1.3340, 1.2721
9.820,[kmtcs],1.2977, 1.2774
9.824,[kmtcs],1.3001, 1.2865
9.828,[kmtcs],1.3520, 1.2975
9.832,[kmtcs],1.3326, 1.3051
9.836,[kmtcs],1.3463, 1.3175
9.840,[kmtcs],1.3756, 1.3237
9.844,[kmtcs],1.3332, 1.3364
9.848,[kmtcs],1.3940, 1.3468
9.852,[kmtcs],1.3955, 1.3524
9.856,[kmtcs],1.3567, 1.3622
9.860,[kmtcs],1.4209, 1.3704
9.864,[kmtcs],1.3844, 1.3764
9.868,[kmtcs],1.4294, 1.3870
9.872,[kmtcs],1.3829, 1.3908
9.876,[kmtcs],1.4231, 1.3955
9.880,[kmtcs],1.4458, 1.4045
9.884,[kmtcs],1.3885, 1.4063
9.888,[kmtcs],1.4242, 1.4124
9.892,[kmtcs],1.4385, 1.4128
9.896,[kmtcs],1.3860, 1.4175
9.900,[kmtcs],1.4341, 1.4153
9.904,[kmtcs],1.4190, 1.4122
9.908,[kmtcs],1.3812, 1.4151
9.912,[kmtcs],1.4537, 1.4121
9.916,[kmtcs],1.4036, 1.4098
9.920,[kmtcs],1.4223, 1.4141
9.924,[kmtcs],1.3968, 1.4126
9.928,[kmtcs],1.4159, 1.4123
9.932,[kmtcs],1.4375, 1.4146
9.936,[kmtcs],1.3622, 1.4084
9.940,[kmtcs],1.3964, 1.4075
9.944,[kmtcs],1.3987, 1.4020
9.948,[kmtcs],1.3580, 1.3970
9.952,[kmtcs],1.3712, 1.3878
9.956,[kmtcs],1.3610, 1.3770
9.960,[kmtcs],1.3280, 1.3735
9.964,[kmtcs],1.3895, 1.3635
9.968,[kmtcs],1.3160, 1.3553
9.972,[kmtcs],1.3462, 1.3518
9.976,[kmtcs],1.3320, 1.3462
9.980,[kmtcs],1.3074, 1.3404
9.984,[kmtcs],1.3410, 1.3362
9.988,[kmtcs],1.2748, 1.3245
9.992,[kmtcs],1.3219, 1.3206
9.996,[kmtcs],1.2937, 1.3121
10.000,[kmtcs],1.2800, 1.3050
10.004,[kmtcs],1.2827, 1.2998
10.008,[kmtcs],1.3012, 1.2908
10.012,[kmtcs],1.2377, 1.2893
10.016,[kmtcs],1.3084, 1.2807
10.020,[kmtcs],1.2462, 1.2771
10.024,[kmtcs],1.2753, 1.2739
10.028,[kmtcs],1.2659, 1.2704
10.032,[kmtcs],1.2494, 1.2651
10.036,[kmtcs],1.2840, 1.2667
10.040,[kmtcs],1.2256, 1.2598
10.044,[kmtcs],1.2744, 1.2601
10.048,[kmtcs],1.2486, 1.2563
10.052,[kmtcs],1.2300, 1.2533
10.056,[kmtcs],1.2110, 1.2501
10.060,[kmtcs],1.2477, 1.2405
10.064,[kmtcs],1.1971, 1.2364
10.068,[kmtcs],1.2521, 1.2262
10.072,[kmtcs],1.2002, 1.2224
10.076,[kmtcs],1.2370, 1.2214
10.080,[kmtcs],1.2374, 1.2231
10.084,[kmtcs],1.1785, 1.2204
10.088,[kmtcs],1.2278, 1.2217
10.092,[kmtcs],1.1907, 1.2144
10.096,[kmtcs],1.2221, 1.2121
10.100,[kmtcs],1.2194, 1.2067
10.104,[kmtcs],1.2290, 1.2054
10.108,[kmtcs],1.2263, 1.2132
10.112,[kmtcs],1.2589, 1.2163
10.116,[kmtcs],1.2245, 1.2255
10.120,[kmtcs],1.2733, 1.2307
10.124,[kmtcs],1.2543, 1.2379
10.128,[kmtcs],1.2780, 1.2448
10.132,[kmtcs],1.2997, 1.2538
10.136,[kmtcs],1.2725, 1.2613
10.140,[kmtcs],1.3251, 1.2738
10.144,[kmtcs],1.3027, 1.2815
10.148,[kmtcs],1.3474, 1.2929
10.152,[kmtcs],1.3537, 1.3040
10.156,[kmtcs],1.3705, 1.3164
10.160,[kmtcs],1.3878, 1.3348
10.164,[kmtcs],1.4082, 1.3492
10.168,[kmtcs],1.3604, 1.3670
10.172,[kmtcs],1.4238, 1.3771
10.176,[kmtcs],1.4110, 1.3861
10.180,[kmtcs],1.4299, 1.3934
10.184,[kmtcs],1.4511, 1.4017
10.188,[kmtcs],1.4726, 1.4123
10.192,[kmtcs],1.4943, 1.4317
10.196,[kmtcs],1.4670, 1.4456
10.200,[kmtcs],1.5191, 1.4622
10.204,[kmtcs],1.5218, 1.4766
10.208,[kmtcs],1.5394, 1.4895
10.212,[kmtcs],1.5443, 1.5026
10.216,[kmtcs],1.5706, 1.5160
10.220,[kmtcs],1.5706, 1.5336
10.224,[kmtcs],1.6063, 1.5457
10.228,[kmtcs],1.5894, 1.5600
10.232,[kmtcs],1.6197, 1.5733
10.236,[kmtcs],1.6161, 1.5867
10.240,[kmtcs],1.6266, 1.5968
10.244,[kmtcs],1.6374, 1.6072
10.248,[kmtcs],1.6173, 1.6135
10.252,[kmtcs],1.6454, 1.6211
10.256,[kmtcs],1.6387, 1.6246
10.260,[kmtcs],1.6420, 1.6288
10.264,[kmtcs],1.6528, 1.6323
10.268,[kmtcs],1.6499, 1.6357
10.272,[kmtcs],1.6421, 1.6413
10.276,[kmtcs],1.6939, 1.6437
10.280,[kmtcs],1.6553, 1.6490
10.284,[kmtcs],1.6637, 1.6547
10.288,[kmtcs],1.6712, 1.6590
10.292,[kmtcs],1.6789, 1.6628
10.296,[kmtcs],1.6751, 1.6666
10.300,[kmtcs],1.6365, 1.6643
10.304,[kmtcs],1.6745, 1.6656
10.308,[kmtcs],1.6546, 1.6634
10.312,[kmtcs],1.6673, 1.6597
10.316,[kmtcs],1.6691, 1.6570
10.320,[kmtcs],1.6674, 1.6573
10.324,[kmtcs],1.6684, 1.6623
10.328,[kmtcs],1.6835, 1.6627
10.332,[kmtcs],1.6656, 1.6661
10.336,[kmtcs],1.6933, 1.6681
10.340,[kmtcs],1.6724, 1.6708
10.344,[kmtcs],1.6816, 1.6735
10.348,[kmtcs],1.7176, 1.6766
10.352,[kmtcs],1.6721, 1.6794
10.356,[kmtcs],1.7089, 1.6847
10.360,[kmtcs],1.7079, 1.6875
10.364,[kmtcs],1.7149, 1.6933
10.368,[kmtcs],1.7215, 1.6986
10.372,[kmtcs],1.7334, 1.7021
10.376,[kmtcs],1.7255, 1.7121
10.380,[kmtcs],1.7535, 1.7176
10.384,[kmtcs],1.7439, 1.7246
10.388,[kmtcs],1.7492, 1.7313
10.392,[kmtcs],1.7630, 1.7376
10.396,[kmtcs],1.7507, 1.7427
10.400,[kmtcs],1.7772, 1.7486
10.404,[kmtcs],1.7489, 1.7515
10.408,[kmtcs],1.7647, 1.7552
10.412,[kmtcs],1.7684, 1.7575
10.416,[kmtcs],1.7611, 1.7578
10.420,[kmtcs],1.7659, 1.7596
10.424,[kmtcs],1.7683, 1.7588
10.428,[kmtcs],1.7616, 1.7615
10.432,[kmtcs],1.7704, 1.7615
10.436,[kmtcs],1.7695, 1.7617
10.440,[kmtcs],1.7636, 1.7628
10.444,[kmtcs],1.7691, 1.7632
10.448,[kmtcs],1.7645, 1.7633
10.452,[kmtcs],1.7745, 1.7639
10.456,[kmtcs],1.7396, 1.7630
10.460,[kmtcs],1.7371, 1.7604
10.464,[kmtcs],1.7506, 1.7558
10.468,[kmtcs],1.7408, 1.7491
10.472,[kmtcs],1.7365, 1.7433
10.476,[kmtcs],1.7403, 1.7381
10.480,[kmtcs],1.7290, 1.7376
10.484,[kmtcs],1.7350, 1.7361
10.488,[kmtcs],1.7373, 1.7329
10.492,[kmtcs],1.7120, 1.7310
10.496,[kmtcs],1.7231, 1.7285
10.500,[kmtcs],1.7320, 1.7249
10.504,[kmtcs],1.7109, 1.7226
10.508,[kmtcs],1.7103, 1.7193
10.512,[kmtcs],1.6866, 1.7152
10.516,[kmtcs],1.7090, 1.7116
10.520,[kmtcs],1.7001, 1.7052
10.524,[kmtcs],1.6744, 1.6984
10.528,[kmtcs],1.6842, 1.6941
10.532,[kmtcs],1.6854, 1.6891
10.536,[kmtcs],1.6604, 1.6855
10.540,[kmtcs],1.6694, 1.6782
10.544,[kmtcs],1.6605, 1.6723
10.548,[kmtcs],1.6433, 1.6682
10.552,[kmtcs],1.6806, 1.6620
10.556,[kmtcs],1.6412, 1.6573
10.560,[kmtcs],1.6531, 1.6558
10.564,[kmtcs],1.6314, 1.6526
10.568,[kmtcs],1.6412, 1.6489
10.572,[kmtcs],1.6496, 1.6456
10.576,[kmtcs],1.6130, 1.6382
10.580,[kmtcs],1.6283, 1.6357
10.584,[kmtcs],1.6412, 1.6312
10.588,[kmtcs],1.6044, 1.6289
10.592,[kmtcs],1.6188, 1.6245
10.596,[kmtcs],1.6156, 1.6195
10.600,[kmtcs],1.5997, 1.6178
10.604,[kmtcs],1.6275, 1.6132
10.608,[kmtcs],1.5801, 1.6083
10.612,[kmtcs],1.5997, 1.6068
10.616,[kmtcs],1.5812, 1.6017
10.620,[kmtcs],1.5563, 1.5949
10.624,[kmtcs],1.6021, 1.5879
10.628,[kmtcs],1.5396, 1.5783
10.632,[kmtcs],1.5550, 1.5736
10.636,[kmtcs],1.5626, 1.5657
10.640,[kmtcs],1.5195, 1.5592
10.644,[kmtcs],1.5303, 1.5530
10.648,[kmtcs],1.5344, 1.5408
10.652,[kmtcs],1.4891, 1.5355
10.656,[kmtcs],1.5413, 1.5265
10.660,[kmtcs],1.4798, 1.5179
10.664,[kmtcs],1.4439, 1.5121
10.668,[kmtcs],1.4380, 1.4990
10.672,[kmtcs],1.4138, 1.4796
10.676,[kmtcs],1.4357, 1.4610
10.680,[kmtcs],1.3874, 1.4369
10.684,[kmtcs],1.4241, 1.4235
10.688,[kmtcs],1.3984, 1.4159
10.692,[kmtcs],1.3942, 1.4092
10.696,[kmtcs],1.3835, 1.4048
10.700,[kmtcs],1.4120, 1.3977
10.704,[kmtcs],1.3549, 1.3960
10.708,[kmtcs],1.4045, 1.3888
10.712,[kmtcs],1.3595, 1.3856
10.716,[kmtcs],1.3650, 1.3812
10.720,[kmtcs],1.3706, 1.3768
10.724,[kmtcs],1.3342, 1.3683
10.728,[kmtcs],1.3805, 1.3656
10.732,[kmtcs],1.3306, 1.3572
10.736,[kmtcs],1.3516, 1.3546
10.740,[kmtcs],1.3382, 1.3506
10.744,[kmtcs],1.3417, 1.3457
10.748,[kmtcs],1.3182, 1.3439
10.752,[kmtcs],1.3452, 1.3361
10.756,[kmtcs],1.2988, 1.3342
10.760,[kmtcs],1.3394, 1.3282
10.764,[kmtcs],1.2952, 1.3241
10.768,[kmtcs],1.2997, 1.3182
10.772,[kmtcs],1.2959, 1.3136
10.776,[kmtcs],1.2436, 1.3034
10.780,[kmtcs],1.2959, 1.2956
10.784,[kmtcs],1.2411, 1.2820
10.788,[kmtcs],1.2645, 1.2736
10.792,[kmtcs],1.2455, 1.2650
10.796,[kmtcs],1.2405, 1.2572
10.800,[kmtcs],1.2197, 1.2539
10.804,[kmtcs],1.2512, 1.2431
10.808,[kmtcs],1.1919, 1.2388
10.812,[kmtcs],1.2295, 1.2300
10.816,[kmtcs],1.1924, 1.2235
10.820,[kmtcs],1.1830, 1.2157
10.824,[kmtcs],1.1681, 1.2075
10.828,[kmtcs],1.1296, 1.1927
10.832,[kmtcs],1.1713, 1.1815
10.836,[kmtcs],1.1140, 1.1645
10.840,[kmtcs],1.1334, 1.1522
10.844,[kmtcs],1.1196, 1.1414
10.848,[kmtcs],1.1080, 1.1323
10.852,[kmtcs],1.1099, 1.1266
10.856,[kmtcs],1.1115, 1.1160
10.860,[kmtcs],1.0632, 1.1123
10.864,[kmtcs],1.1196, 1.1043
10.868,[kmtcs],1.0793, 1.0985
10.872,[kmtcs],1.0570, 1.0932
10.876,[kmtcs],1.0633, 1.0862
10.880,[kmtcs],1.0384, 1.0768
10.884,[kmtcs],1.0771, 1.0703
10.888,[kmtcs],1.0051, 1.0572
10.892,[kmtcs],1.0422, 1.0496
10.896,[kmtcs],1.0268, 1.0438
10.900,[kmtcs],1.0142, 1.0358
10.904,[kmtcs],1.0062, 1.0299
10.908,[kmtcs],1.0172, 1.0197
10.912,[kmtcs],0.9785, 1.0175
10.916,[kmtcs],1.0215, 1.0090
10.920,[kmtcs],0.9627, 1.0032
10.924,[kmtcs],0.9813, 0.9973
10.928,[kmtcs],0.9783, 0.9911
10.932,[kmtcs],0.9497, 0.9825
10.936,[kmtcs],0.9792, 0.9774
10.940,[kmtcs],0.9280, 0.9674
10.944,[kmtcs],0.9779, 0.9641
10.948,[kmtcs],0.9527, 0.9588
10.952,[kmtcs],0.9356, 0.9548
10.956,[kmtcs],0.9113, 0.9528
10.960,[kmtcs],0.9650, 0.9451
10.964,[kmtcs],0.9293, 0.9428
10.968,[kmtcs],0.9629, 0.9361
10.972,[kmtcs],0.9207, 0.9367
10.976,[kmtcs],0.9639, 0.9396
10.980,[kmtcs],0.9739, 0.9450
10.984,[kmtcs],0.9406, 0.9452
10.988,[kmtcs],0.9955, 0.9516
10.992,[kmtcs],0.9587, 0.9558
10.996,[kmtcs],1.0079, 0.9651
11.000,[kmtcs],0.9821, 0.9702
11.004,[kmtcs],0.9939, 0.9758
11.008,[kmtcs],0.9990, 0.9850
11.012,[kmtcs],1.0339, 0.9878
11.016,[kmtcs],0.9884, 0.9964
11.020,[kmtcs],1.0600, 1.0003
11.024,[kmtcs],1.0330, 1.0103
11.028,[kmtcs],1.0589, 1.0199
11.032,[kmtcs],1.0827, 1.0312
11.036,[kmtcs],1.0637, 1.0411
11.040,[kmtcs],1.1309, 1.0577
11.044,[kmtcs],1.0943, 1.0680
11.048,[kmtcs],1.1264, 1.0836
11.052,[kmtcs],1.1423, 1.0968
11.056,[kmtcs],1.1400, 1.1084
11.060,[kmtcs],1.1513, 1.1223
11.064,[kmtcs],1.1910, 1.1298
11.068,[kmtcs],1.1380, 1.1435
11.072,[kmtcs],1.2206, 1.1530
11.076,[kmtcs],1.1975, 1.1631
11.080,[kmtcs],1.2043, 1.1752
11.084,[kmtcs],1.2416, 1.1874
11.088,[kmtcs],1.2123, 1.1971
11.092,[kmtcs],1.2781, 1.2130
11.096,[kmtcs],1.2433, 1.2207
11.100,[kmtcs],1.2709, 1.2334
11.104,[kmtcs],1.2951, 1.2462
11.108,[kmtcs],1.2734, 1.2557
11.112,[kmtcs],1.2888, 1.2684
11.116,[kmtcs],1.3125, 1.2733
11.120,[kmtcs],1.2742, 1.2828
11.124,[kmtcs],1.3310, 1.2877
11.128,[kmtcs],1.3261, 1.2921
