=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.01.19 20:28:01 =~=~=~=~=~=~=~=~=~=~=~=
[1;36m2.750	[flight]	Post startup.
[0m[1;36m2.900	[flight]	Post startup.
[0m[1;36m3.050	[flight]	Post startup.
[0m[1;36m3.200	[flight]	Post startup.
[0m[1;36m3.350	[flight]	Post startup.
[0m[1;36m3.500	[flight]	Post startup.
[0m[1;36m3.650	[flight]	Post startup.
[0m[1;36m3.800	[flight]	Post startup.
[0m[1;36m3.950	[flight]	Post startup.
[0m[1;36m4.100	[flight]	Post startup.
[0m[1;36m4.250	[flight]	Post startup.
[0m[1;36m4.400	[flight]	Post startup.
[0m[1;36m4.550	[flight]	Post startup.
[0m[1;36m4.700	[flight]	Post startup.
[0m[1;36m4.850	[flight]	Post startup.
[0m[1;36m5.000	[flight]	Post startup.
[0m[1;36m5.150	[flight]	Post startup.
[0m[1;36m5.300	[flight]	Post startup.
[0m[1;36m5.450	[flight]	Post startup.
[0m[1;36m5.600	[flight]	Post startup.
[0m[1;36m5.750	[flight]	Post startup.
[0m[1;36m5.900	[flight]	Post startup.
[0m[1;36m6.050	[flight]	Post startup.
[0m6.052	[pid]	2.32,-1.85,0.00,0.00
6.056	[pid]	2.29,-1.82,0.00,2147483647.00
6.060	[pid]	2.27,-1.80,0.00,1.45
6.064	[pid]	2.24,-1.78,0.00,1.39
6.068	[pid]	2.20,-1.75,-0.01,1.54
6.072	[pid]	2.17,-1.72,-0.01,1.68
6.076	[pid]	2.13,-1.69,-0.02,1.80
6.080	[pid]	2.10,-1.67,-0.02,1.65
6.084	[pid]	2.06,-1.64,-0.02,1.76
6.088	[pid]	2.03,-1.61,-0.03,1.90
6.092	[pid]	1.99,-1.58,-0.03,1.74
6.096	[pid]	1.95,-1.55,-0.04,1.83
6.100	[pid]	1.92,-1.52,-0.04,1.82
6.104	[pid]	1.88,-1.49,-0.04,1.87
6.108	[pid]	1.84,-1.46,-0.05,1.99
6.112	[pid]	1.80,-1.43,-0.05,1.95
6.116	[pid]	1.76,-1.39,-0.06,2.08
6.120	[pid]	1.71,-1.36,-0.06,2.16
6.124	[pid]	1.66,-1.32,-0.06,2.31
6.128	[pid]	1.62,-1.28,-0.07,2.42
6.132	[pid]	1.57,-1.24,-0.07,2.39
6.136	[pid]	1.52,-1.21,-0.07,2.32
6.140	[pid]	1.47,-1.17,-0.07,2.30
6.144	[pid]	1.43,-1.13,-0.08,2.35
6.148	[pid]	1.38,-1.10,-0.08,2.30
6.152	[pid]	1.34,-1.06,-0.08,2.25
6.156	[pid]	1.29,-1.02,-0.09,2.21
6.160	[pid]	1.25,-1.00,-0.09,2.33
6.164	[pid]	1.20,-0.95,-0.09,2.46
6.168	[pid]	1.15,-0.91,-0.09,2.33
6.172	[pid]	1.11,-0.87,-0.09,2.25
6.176	[pid]	1.06,-0.84,-0.10,2.33
6.180	[pid]	1.01,-0.80,-0.10,2.35
6.184	[pid]	0.96,-0.75,-0.10,2.58
6.188	[pid]	0.91,-0.71,-0.10,2.61
6.192	[pid]	0.85,-0.67,-0.10,2.53
6.196	[pid]	0.81,-0.63,-0.11,2.53
6.200	[pid]	0.76,-0.60,-0.11,2.24
6.204	[pid]	0.72,-0.57,-0.11,2.08
6.208	[pid]	0.68,-0.53,-0.11,2.07
6.212	[pid]	0.64,-0.50,-0.11,2.05
6.216	[pid]	0.58,-0.46,-0.11,2.41
6.220	[pid]	0.54,-0.42,-0.11,2.62
6.224	[pid]	0.49,-0.38,-0.11,2.47
6.228	[pid]	0.44,-0.34,-0.12,2.46
6.232	[pid]	0.38,-0.30,-0.12,2.52
6.236	[pid]	0.33,-0.25,-0.12,2.64
6.240	[pid]	0.29,-0.22,-0.12,2.47
6.244	[pid]	0.24,-0.18,-0.12,2.37
6.248	[pid]	0.19,-0.14,-0.12,2.42
6.252	[pid]	0.14,-0.10,-0.12,2.34
6.256	[pid]	0.10,-0.07,-0.12,2.25
6.260	[pid]	0.05,-0.03,-0.12,2.29
6.264	[pid]	0.01,0.00,-0.12,2.24
6.268	[pid]	-0.01,0.02,-0.12,2.05
6.272	[pid]	-0.05,0.04,-0.12,1.91
6.276	[pid]	-0.08,0.07,-0.12,1.77
6.280	[pid]	-0.12,0.10,-0.12,1.70
6.284	[pid]	-0.14,0.12,-0.12,1.50
6.288	[pid]	-0.18,0.15,-0.12,1.55
6.292	[pid]	-0.21,0.17,-0.12,1.56
6.296	[pid]	-0.23,0.19,-0.12,1.37
6.300	[pid]	-0.26,0.21,-0.12,1.27
6.304	[pid]	-0.28,0.23,-0.12,1.16
6.308	[pid]	-0.30,0.25,-0.12,1.01
6.312	[pid]	-0.32,0.26,-0.11,0.91
6.316	[pid]	-0.33,0.27,-0.11,0.71
6.320	[pid]	-0.34,0.28,-0.11,0.64
6.324	[pid]	-0.35,0.29,-0.11,0.66
6.328	[pid]	-0.36,0.29,-0.11,0.47
6.332	[pid]	-0.37,0.30,-0.11,0.33
6.336	[pid]	-0.37,0.30,-0.11,0.16
6.340	[pid]	-0.36,0.30,-0.11,-0.05
6.344	[pid]	-0.36,0.29,-0.11,-0.20
6.348	[pid]	-0.35,0.29,-0.11,-0.32
6.352	[pid]	-0.34,0.28,-0.11,-0.37
6.356	[pid]	-0.33,0.27,-0.11,-0.42
6.360	[pid]	-0.32,0.26,-0.11,-0.52
6.364	[pid]	-0.31,0.26,-0.11,-0.52
6.368	[pid]	-0.30,0.25,-0.10,-0.44
6.372	[pid]	-0.29,0.24,-0.10,-0.47
6.376	[pid]	-0.28,0.23,-0.10,-0.46
6.380	[pid]	-0.27,0.23,-0.10,-0.49
6.384	[pid]	-0.26,0.21,-0.10,-0.68
6.388	[pid]	-0.23,0.19,-0.10,-1.08
6.392	[pid]	-0.20,0.17,-0.10,-1.35
6.396	[pid]	-0.17,0.15,-0.10,-1.36
6.400	[pid]	-0.14,0.12,-0.10,-1.44
6.404	[pid]	-0.11,0.10,-0.10,-1.52
6.408	[pid]	-0.08,0.07,-0.10,-1.59
6.412	[pid]	-0.05,0.04,-0.10,-1.66
6.416	[pid]	-0.01,0.01,-0.10,-1.75
6.420	[pid]	0.01,0.00,-0.10,-1.78
6.424	[pid]	0.04,-0.02,-0.10,-1.79
6.428	[pid]	0.08,-0.05,-0.10,-1.86
6.432	[pid]	0.12,-0.09,-0.10,-1.93
6.436	[pid]	0.16,-0.12,-0.10,-2.01
6.440	[pid]	0.21,-0.15,-0.10,-2.14
6.444	[pid]	0.25,-0.19,-0.10,-2.27
6.448	[pid]	0.30,-0.23,-0.10,-2.31
6.452	[pid]	0.35,-0.27,-0.10,-2.36
6.456	[pid]	0.40,-0.31,-0.10,-2.45
6.460	[pid]	0.45,-0.35,-0.10,-2.58
6.464	[pid]	0.51,-0.39,-0.11,-2.65
6.468	[pid]	0.56,-0.44,-0.11,-2.65
6.472	[pid]	0.61,-0.48,-0.11,-2.68
6.476	[pid]	0.67,-0.52,-0.11,-2.76
6.480	[pid]	0.72,-0.57,-0.11,-2.74
6.484	[pid]	0.78,-0.61,-0.11,-2.70
6.488	[pid]	0.83,-0.66,-0.11,-2.77
6.492	[pid]	0.89,-0.70,-0.12,-2.80
6.496	[pid]	0.95,-0.75,-0.12,-2.85
6.500	[pid]	1.01,-0.79,-0.12,-2.89
6.504	[pid]	1.07,-0.84,-0.12,-2.92
6.508	[pid]	1.13,-0.89,-0.12,-3.00
6.512	[pid]	1.19,-0.94,-0.13,-2.98
6.516	[pid]	1.24,-0.98,-0.13,-2.88
6.520	[pid]	1.30,-1.03,-0.13,-2.85
6.524	[pid]	1.36,-1.08,-0.13,-2.85
6.528	[pid]	1.41,-1.12,-0.14,-2.82
6.532	[pid]	1.47,-1.16,-0.14,-2.77
6.536	[pid]	1.52,-1.21,-0.14,-2.70
6.540	[pid]	1.57,-1.25,-0.15,-2.62
6.544	[pid]	1.62,-1.29,-0.15,-2.53
6.548	[pid]	1.67,-1.33,-0.15,-2.40
6.552	[pid]	1.72,-1.36,-0.16,-2.31
6.556	[pid]	1.76,-1.40,-0.16,-2.25
6.560	[pid]	1.81,-1.44,-0.16,-2.17
6.564	[pid]	1.85,-1.47,-0.17,-2.30
6.568	[pid]	1.90,-1.51,-0.17,-2.31
6.572	[pid]	1.94,-1.54,-0.18,-2.19
6.576	[pid]	1.99,-1.58,-0.18,-2.17
6.580	[pid]	2.03,-1.61,-0.18,-2.07
6.584	[pid]	2.07,-1.64,-0.19,-2.02
6.588	[pid]	2.11,-1.67,-0.19,-1.97
6.592	[pid]	2.14,-1.70,-0.20,-1.90
6.596	[pid]	2.18,-1.73,-0.20,-1.90
6.600	[pid]	2.22,-1.76,-0.20,-1.82
6.604	[pid]	2.25,-1.79,-0.21,-1.71
6.608	[pid]	2.28,-1.81,-0.21,-1.61
6.612	[pid]	2.31,-1.84,-0.22,-1.51
6.616	[pid]	2.34,-1.86,-0.22,-1.46
6.620	[pid]	2.36,-1.88,-0.23,-1.30
6.624	[pid]	2.39,-1.90,-0.23,-1.16
6.628	[pid]	2.41,-1.92,-0.24,-1.07
6.632	[pid]	2.43,-1.93,-0.24,-0.93
6.636	[pid]	2.44,-1.94,-0.25,-0.86
6.640	[pid]	2.46,-1.96,-0.25,-0.84
6.644	[pid]	2.48,-1.97,-0.26,-0.80
6.648	[pid]	2.49,-1.98,-0.26,-0.76
6.652	[pid]	2.50,-2.00,-0.27,-0.71
6.656	[pid]	2.52,-2.00,-0.27,-0.67
6.660	[pid]	2.53,-2.01,-0.28,-0.58
6.664	[pid]	2.54,-2.02,-0.28,-0.50
6.668	[pid]	2.55,-2.03,-0.29,-0.46
6.672	[pid]	2.55,-2.03,-0.29,-0.36
6.676	[pid]	2.56,-2.04,-0.30,-0.28
6.680	[pid]	2.56,-2.04,-0.30,-0.21
6.684	[pid]	2.56,-2.04,-0.31,-0.12
6.688	[pid]	2.57,-2.04,-0.31,-0.05
6.692	[pid]	2.56,-2.04,-0.32,0.05
6.696	[pid]	2.56,-2.04,-0.32,0.13
6.700	[pid]	2.56,-2.03,-0.33,0.14
6.704	[pid]	2.55,-2.03,-0.33,0.27
6.708	[pid]	2.54,-2.02,-0.34,0.33
6.712	[pid]	2.53,-2.02,-0.34,0.38
6.716	[pid]	2.52,-2.01,-0.35,0.58
6.720	[pid]	2.51,-2.00,-0.35,0.68
6.724	[pid]	2.50,-2.00,-0.36,0.61
6.728	[pid]	2.48,-1.97,-0.36,0.62
6.732	[pid]	2.47,-1.97,-0.37,0.62
6.736	[pid]	2.46,-1.95,-0.37,0.61
6.740	[pid]	2.45,-1.95,-0.38,0.52
6.744	[pid]	2.44,-1.94,-0.38,0.46
6.748	[pid]	2.43,-1.93,-0.39,0.60
6.752	[pid]	2.41,-1.92,-0.39,0.60
6.756	[pid]	2.40,-1.91,-0.40,0.53
6.760	[pid]	2.39,-1.90,-0.40,0.53
6.764	[pid]	2.38,-1.89,-0.41,0.69
6.768	[pid]	2.36,-1.88,-0.41,0.77
6.772	[pid]	2.34,-1.86,-0.42,0.78
6.776	[pid]	2.33,-1.85,-0.42,0.91
6.780	[pid]	2.31,-1.84,-0.43,0.82
6.784	[pid]	2.29,-1.82,-0.43,0.81
6.788	[pid]	2.28,-1.81,-0.44,0.89
6.792	[pid]	2.26,-1.80,-0.44,0.82
6.796	[pid]	2.24,-1.78,-0.44,0.85
6.800	[pid]	2.23,-1.77,-0.45,0.84
6.804	[pid]	2.21,-1.76,-0.45,0.76
6.808	[pid]	2.19,-1.74,-0.46,0.82
6.812	[pid]	2.18,-1.73,-0.46,0.80
6.816	[pid]	2.16,-1.72,-0.47,0.76
6.820	[pid]	2.15,-1.71,-0.47,0.79
6.824	[pid]	2.13,-1.70,-0.48,0.71
6.828	[pid]	2.12,-1.69,-0.48,0.67
6.832	[pid]	2.11,-1.68,-0.48,0.55
6.836	[pid]	2.10,-1.67,-0.49,0.44
6.840	[pid]	2.09,-1.66,-0.49,0.51
6.844	[pid]	2.08,-1.66,-0.50,0.46
6.848	[pid]	2.08,-1.65,-0.50,0.38
6.852	[pid]	2.07,-1.64,-0.50,0.43
6.856	[pid]	2.06,-1.64,-0.51,0.33
6.860	[pid]	2.06,-1.63,-0.51,0.25
6.864	[pid]	2.05,-1.63,-0.52,0.23
6.868	[pid]	2.05,-1.63,-0.52,0.24
6.872	[pid]	2.04,-1.62,-0.52,0.28
6.876	[pid]	2.04,-1.62,-0.53,0.12
6.880	[pid]	2.04,-1.62,-0.53,0.07
6.884	[pid]	2.04,-1.62,-0.54,0.00
6.888	[pid]	2.04,-1.62,-0.54,-0.07
6.892	[pid]	2.04,-1.62,-0.55,-0.02
6.896	[pid]	2.04,-1.62,-0.55,0.00
6.900	[pid]	2.04,-1.62,-0.55,0.03
6.904	[pid]	2.04,-1.62,-0.56,0.04
6.908	[pid]	2.05,-1.63,-0.56,-0.11
6.912	[pid]	2.05,-1.63,-0.57,-0.12
6.916	[pid]	2.05,-1.63,-0.57,-0.09
6.920	[pid]	2.06,-1.64,-0.57,-0.29
6.924	[pid]	2.06,-1.64,-0.58,-0.20
6.928	[pid]	2.07,-1.64,-0.58,-0.22
6.932	[pid]	2.07,-1.65,-0.59,-0.31
6.936	[pid]	2.08,-1.66,-0.59,-0.38
6.940	[pid]	2.09,-1.66,-0.59,-0.40
6.944	[pid]	2.10,-1.67,-0.60,-0.38
6.948	[pid]	2.11,-1.68,-0.60,-0.46
6.952	[pid]	2.12,-1.69,-0.61,-0.57
6.956	[pid]	2.13,-1.70,-0.61,-0.65
6.960	[pid]	2.15,-1.71,-0.62,-0.65
6.964	[pid]	2.16,-1.72,-0.62,-0.64
6.968	[pid]	2.17,-1.73,-0.62,-0.60
6.972	[pid]	2.19,-1.74,-0.63,-0.64
6.976	[pid]	2.19,-1.74,-0.63,-0.42
6.980	[pid]	2.20,-1.75,-0.64,-0.35
6.984	[pid]	2.21,-1.76,-0.64,-0.40
6.988	[pid]	2.22,-1.76,-0.65,-0.36
6.992	[pid]	2.22,-1.77,-0.65,-0.40
6.996	[pid]	2.23,-1.77,-0.66,-0.38
7.000	[pid]	2.24,-1.78,-0.66,-0.37
7.004	[pid]	2.25,-1.79,-0.66,-0.55
7.008	[pid]	2.26,-1.80,-0.67,-0.49
7.012	[pid]	2.27,-1.80,-0.67,-0.37
7.016	[pid]	2.28,-1.82,-0.68,-0.58
7.020	[pid]	2.29,-1.82,-0.68,-0.45
7.024	[pid]	2.30,-1.83,-0.69,-0.39
7.028	[pid]	2.31,-1.84,-0.69,-0.61
7.032	[pid]	2.32,-1.85,-0.70,-0.56
7.036	[pid]	2.33,-1.85,-0.70,-0.40
7.040	[pid]	2.34,-1.86,-0.71,-0.52
7.044	[pid]	2.36,-1.88,-0.71,-0.76
7.048	[pid]	2.37,-1.88,-0.72,-0.51
7.052	[pid]	2.38,-1.89,-0.72,-0.43
7.056	[pid]	2.39,-1.90,-0.73,-0.50
7.060	[pid]	2.39,-1.90,-0.73,-0.35
7.064	[pid]	2.39,-1.90,-0.74,-0.16
7.068	[pid]	2.39,-1.90,-0.74,0.04
7.072	[pid]	2.39,-1.90,-0.74,0.05
7.076	[pid]	2.39,-1.90,-0.75,0.02
7.080	[pid]	2.38,-1.90,-0.75,0.17
7.084	[pid]	2.38,-1.89,-0.76,0.26
7.088	[pid]	2.38,-1.89,-0.76,0.12
7.092	[pid]	2.37,-1.89,-0.77,0.21
7.096	[pid]	2.37,-1.89,-0.77,0.20
7.100	[pid]	2.36,-1.88,-0.78,0.17
7.104	[pid]	2.36,-1.88,-0.78,0.25
7.108	[pid]	2.36,-1.87,-0.79,0.20
7.112	[pid]	2.35,-1.87,-0.79,0.27
7.116	[pid]	2.34,-1.86,-0.80,0.42
7.120	[pid]	2.33,-1.85,-0.80,0.43
7.124	[pid]	2.32,-1.85,-0.81,0.43
7.128	[pid]	2.31,-1.84,-0.81,0.46
7.132	[pid]	2.30,-1.83,-0.82,0.51
7.136	[pid]	2.29,-1.82,-0.82,0.63
7.140	[pid]	2.28,-1.81,-0.82,0.64
7.144	[pid]	2.25,-1.79,-0.83,0.85
7.148	[pid]	2.24,-1.78,-0.83,0.88
7.152	[pid]	2.22,-1.77,-0.84,0.75
7.156	[pid]	2.21,-1.76,-0.84,0.79
7.160	[pid]	2.19,-1.74,-0.85,0.79
7.164	[pid]	2.17,-1.73,-0.85,0.82
7.168	[pid]	2.15,-1.71,-0.86,0.98
7.172	[pid]	2.14,-1.70,-0.86,0.95
7.176	[pid]	2.12,-1.68,-0.86,0.91
7.180	[pid]	2.11,-1.67,-0.87,0.77
7.184	[pid]	2.09,-1.66,-0.87,0.54
7.188	[pid]	2.08,-1.66,-0.88,0.55
7.192	[pid]	2.07,-1.65,-0.88,0.50
7.196	[pid]	2.06,-1.64,-0.88,0.46
7.200	[pid]	2.06,-1.64,-0.89,0.24
7.204	[pid]	2.06,-1.64,-0.89,0.14
7.208	[pid]	2.05,-1.63,-0.90,0.28
7.212	[pid]	2.05,-1.63,-0.90,0.30
7.216	[pid]	2.04,-1.62,-0.91,0.23
7.220	[pid]	2.04,-1.62,-0.91,0.23
7.224	[pid]	2.04,-1.62,-0.91,0.10
7.228	[pid]	2.04,-1.62,-0.92,-0.04
7.232	[pid]	2.04,-1.62,-0.92,-0.04
7.236	[pid]	2.04,-1.62,-0.93,-0.05
7.240	[pid]	2.04,-1.62,-0.93,-0.07
7.244	[pid]	2.05,-1.63,-0.93,-0.22
7.248	[pid]	2.05,-1.63,-0.94,-0.19
7.252	[pid]	2.06,-1.64,-0.94,-0.19
7.256	[pid]	2.06,-1.64,-0.95,-0.24
7.260	[pid]	2.07,-1.65,-0.95,-0.29
7.264	[pid]	2.08,-1.65,-0.96,-0.30
7.268	[pid]	2.08,-1.66,-0.96,-0.29
7.272	[pid]	2.08,-1.66,-0.96,-0.20
7.276	[pid]	2.09,-1.66,-0.97,-0.20
7.280	[pid]	2.10,-1.67,-0.97,-0.36
7.284	[pid]	2.11,-1.67,-0.98,-0.33
7.288	[pid]	2.11,-1.68,-0.98,-0.29
7.292	[pid]	2.12,-1.68,-0.98,-0.26
7.296	[pid]	2.13,-1.69,-1.00,-0.42
7.300	[pid]	2.14,-1.70,-1.00,-0.47
7.304	[pid]	2.15,-1.71,-1.00,-0.46
7.308	[pid]	2.16,-1.71,-1.00,-0.49
7.312	[pid]	2.17,-1.72,-1.01,-0.46
7.316	[pid]	2.18,-1.73,-1.01,-0.47
7.320	[pid]	2.18,-1.74,-1.01,-0.41
7.324	[pid]	2.19,-1.74,-1.02,-0.33
7.328	[pid]	2.20,-1.75,-1.02,-0.34
7.332	[pid]	2.20,-1.75,-1.03,-0.27
7.336	[pid]	2.21,-1.76,-1.03,-0.22
7.340	[pid]	2.22,-1.76,-1.04,-0.34
7.344	[pid]	2.22,-1.76,-1.04,-0.28
7.348	[pid]	2.23,-1.77,-1.05,-0.38
7.352	[pid]	2.24,-1.78,-1.05,-0.49
7.356	[pid]	2.25,-1.79,-1.05,-0.44
7.360	[pid]	2.26,-1.79,-1.06,-0.43
7.364	[pid]	2.26,-1.80,-1.06,-0.28
7.368	[pid]	2.27,-1.81,-1.07,-0.38
7.372	[pid]	2.28,-1.81,-1.07,-0.49
7.376	[pid]	2.29,-1.82,-1.08,-0.39
7.380	[pid]	2.30,-1.83,-1.08,-0.45
7.384	[pid]	2.31,-1.84,-1.09,-0.45
7.388	[pid]	2.31,-1.84,-1.09,-0.33
7.392	[pid]	2.32,-1.85,-1.10,-0.36
7.396	[pid]	2.33,-1.85,-1.10,-0.30
7.400	[pid]	2.33,-1.85,-1.11,-0.21
7.404	[pid]	2.34,-1.86,-1.11,-0.21
7.408	[pid]	2.34,-1.86,-1.11,-0.12
7.412	[pid]	2.34,-1.86,-1.12,-0.16
